Celltype	GeneID	Gene	Peak	Entrezgene	Zscore	Specificity	Rank
Eosinophils	p2@ETF1	ETF1	p2	2107	6.880793	8	2
Eosinophils	p6@CEP63	CEP63	p6	80254	6.875692	8	2
Eosinophils	p1@OASL	OASL	p1	8638	6.83063	8	2
Eosinophils	p1@FAM53C	FAM53C	p1	51307	5.172927	9	3
Eosinophils	p1@DDX3X	DDX3X	p1	1654	11.01328	9	1
Eosinophils	p2@NADK	NADK	p2	65220	6.699173	9	3
Eosinophils	p1@SYF2	SYF2	p1	25949	6.632193	9	1
Eosinophils	p1@RNF31	RNF31	p1	55072	5.148596	9	2
Eosinophils	p1@FGD3	FGD3	p1	89846	6.603238	9	2
Eosinophils	p1@SBNO2	SBNO2	p1	22904	6.567819	9	3
Eosinophils	p1@ZFY	ZFY	p1	7544	6.542056	9	2
Eosinophils	p2@LRMP	LRMP	p2	4033	6.520758	9	2
Eosinophils	p1@NFKB1	NFKB1	p1	4790	5.122488	9	3
Eosinophils	p1@CSF2RB	CSF2RB	p1	1439	6.475549	9	2
Eosinophils	p1@CPD	CPD	p1	1362	6.466003	9	2
Eosinophils	p1@LOC100130027	LOC100130027	p1	100130027	10.77571	9	1
Eosinophils	p1@MEPCE	MEPCE	p1	56257	6.427592	9	2
Eosinophils	p1@HERC5	HERC5	p1	51191	6.395934	9	3
Eosinophils	p1@STXBP3	STXBP3	p1	6814	5.295983	9	3
Eosinophils	p1@MEFV	MEFV	p1	4210	6.394426	9	2
Eosinophils	p1@FAM49A	FAM49A	p1	81553	6.39212	9	3
Eosinophils	p1@EMR2	EMR2	p1	30817	6.370455	9	2
Eosinophils	p1@TLR8	TLR8	p1	51311	6.3292	9	2
Eosinophils	p1@CWC25	CWC25	p1	54883	10.52222	9	1
Eosinophils	p1@MTMR14	MTMR14	p1	64419	10.34732	9	1
Eosinophils	p1@PAN3	PAN3	p1	255967	5.028125	9	3
Eosinophils	p1@SKIL	SKIL	p1	6498	10.30178	9	1
Eosinophils	p1@SAT1	SAT1	p1	6303	10.29628	9	1
Eosinophils	p1@ADAM17	ADAM17	p1	6868	6.212197	9	1
Eosinophils	p1@LOC646329	LOC646329	p1	646329	13.53884	9	1
Eosinophils	p1@SETX	SETX	p1	23064	6.206629	9	2
Eosinophils	p1@LRRK2	LRRK2	p1	120892	6.138232	9	2
Eosinophils	p1@PPIF	PPIF	p1	10105	6.054697	9	2
Eosinophils	p1@RIPK1	RIPK1	p1	8737	5.996375	9	2
Eosinophils	p1@SLC6A6	SLC6A6	p1	6533	10.02724	9	2
Eosinophils	p1@TNFAIP2	TNFAIP2	p1	7127	12.61814	9	1
Eosinophils	p1@RIC8A	RIC8A	p1	60626	5.933155	9	2
Eosinophils	p2@TRIM39	TRIM39	p2	56658	12.43042	9	1
Eosinophils	p1@STX11	STX11	p1	8676	9.93406	9	1
Eosinophils	p1@SKIV2L	SKIV2L	p1	6499	5.90625	9	1
Eosinophils	p1@IFIT2	IFIT2	p1	3433	9.895309	9	1
Eosinophils	p1@BLOC1S2	BLOC1S2	p1	282991	5.900263	9	1
Eosinophils	p1@ZNF467	ZNF467	p1	168544	5.775526	9	2
Eosinophils	p1@ERN1	ERN1	p1	2081	5.774757	9	3
Eosinophils	p1@YTHDF3	YTHDF3	p1	253943	9.690345	9	1
Eosinophils	p1@LBR	LBR	p1	3930	5.74578	9	3
Eosinophils	p1@NFIL3	NFIL3	p1	4783	5.699031	9	2
Eosinophils	p1@AFTPH	AFTPH	p1	54812	9.535767	9	1
Eosinophils	p1@METTL21A	METTL21A	p1	151194	5.675484	9	2
Eosinophils	p1@ARHGAP9	ARHGAP9	p1	64333	5.63033	9	2
Eosinophils	p2@LOC730961	LOC730961	p2	730961	9.370422	9	1
Eosinophils	p1@POGZ	POGZ	p1	23126	5.610836	9	2
Eosinophils	p1@ANKRD12	ANKRD12	p1	23253	5.59139	9	3
Eosinophils	p1@NFKBID	NFKBID	p1	84807	11.81159	9	1
Eosinophils	p1@PANX2	PANX2	p1	56666	11.57915	9	1
Eosinophils	p1@RIPK2	RIPK2	p1	8767	9.091895	9	1
Eosinophils	p1@CTDP1	CTDP1	p1	9150	5.575833	9	3
Eosinophils	p1@LOC728445	LOC728445	p1	728445	8.982647	9	1
Eosinophils	p1@EFCAB4B	EFCAB4B	p1	84766	8.893173	9	1
Eosinophils	p1@CD58	CD58	p1	965	11.33409	9	1
Eosinophils	p1@ATG7	ATG7	p1	10533	11.30539	9	1
Eosinophils	p1@SPTY2D1	SPTY2D1	p1	144108	8.742011	9	1
Eosinophils	p1@DHX8	DHX8	p1	1659	8.729807	9	1
Eosinophils	p1@PPP1R15A	PPP1R15A	p1	23645	8.724081	9	2
Eosinophils	p1@ZFP91	ZFP91	p1	80829	5.481307	9	2
Eosinophils	p1@LCP1	LCP1	p1	3936	8.597975	9	2
Eosinophils	p1@LOC100216545	LOC100216545	p1	100216545	11.25427	9	1
Eosinophils	p1@GK	GK	p1	2710	8.328172	9	1
Eosinophils	p1@FAM129A	FAM129A	p1	116496	5.470005	9	3
Eosinophils	p1@ICAM3	ICAM3	p1	3385	8.220806	9	2
Eosinophils	p1@KPNA4	KPNA4	p1	3840	8.219425	9	1
Eosinophils	p2@CAMK1D	CAMK1D	p2	57118	8.21218	9	2
Eosinophils	p1@ZHX2	ZHX2	p1	22882	8.182555	9	2
Eosinophils	p4@TOPORS	TOPORS	p4	10210	8.143508	9	2
Eosinophils	p1@NR4A3	NR4A3	p1	8013	8.107411	9	2
Eosinophils	p1@TET2	TET2	p1	54790	8.072161	9	2
Eosinophils	p1@SYNJ1	SYNJ1	p1	8867	8.024317	9	2
Eosinophils	p1@CXorf21	CXorf21	p1	80231	7.978679	9	2
Eosinophils	p5@HAUS3	HAUS3	p5	79441	7.969259	9	2
Eosinophils	p1@NR1H2	NR1H2	p1	7376	7.904151	9	1
Eosinophils	p1@OSGIN2	OSGIN2	p1	734	7.719091	9	1
Eosinophils	p1@UBXN2B	UBXN2B	p1	137886	7.703217	9	2
Eosinophils	p1@KIAA2018	KIAA2018	p1	205717	7.61687	9	2
Eosinophils	p1@RB1CC1	RB1CC1	p1	9821	7.613243	9	2
Eosinophils	p1@PTPN12	PTPN12	p1	5782	7.564793	9	2
Eosinophils	p1@JMJD1C	JMJD1C	p1	221037	7.547075	9	2
Eosinophils	p1@CHIC2	CHIC2	p1	26511	7.417186	9	1
Eosinophils	p1@DEDD2	DEDD2	p1	162989	11.20255	9	1
Eosinophils	p1@TMEM170A	TMEM170A	p1	124491	7.412345	9	2
Eosinophils	p1@GRASPOS	GRASPOS	p1	692159	7.177273	9	3
Eosinophils	p1@INPP5K	INPP5K	p1	51763	7.160519	9	3
Eosinophils	p2@MIER1	MIER1	p2	57708	6.949632	9	2
Eosinophils	p1@STK16	STK16	p1	8576	6.85515	9	2
Eosinophils	p1@GTDC1	GTDC1	p1	79712	6.790246	9	2
Eosinophils	p1@BCL10	BCL10	p1	8915	6.764677	9	2
Eosinophils	p1@AKIRIN1	AKIRIN1	p1	79647	6.762049	9	2
Eosinophils	p1@OSBPL11	OSBPL11	p1	114885	5.307959	9	2
Eosinophils	p1@FGGY	FGGY	p1	55277	6.696478	10	1
Eosinophils	p1@WAPAL	WAPAL	p1	23063	6.676134	10	2
Eosinophils	p1@FBXL3	FBXL3	p1	26224	5.159777	10	1
Eosinophils	p1@LIN54	LIN54	p1	132660	6.588295	10	2
Eosinophils	p1@C20orf24	C20orf24	p1	55969	6.5541	10	1
Eosinophils	p2@YWHAZ	YWHAZ	p2	7534	6.536272	10	2
Eosinophils	p1@OSBPL2	OSBPL2	p1	9885	5.209606	10	2
Eosinophils	p2@MIR4745	MIR4745	p2	100616459	6.510767	10	2
Eosinophils	p1@MED12	MED12	p1	9968	6.503609	10	2
Eosinophils	p1@RNF103	RNF103	p1	7844	6.471002	10	2
Eosinophils	p1@MIR4530	MIR4530	p1	100616163	6.46214	10	2
Eosinophils	p2@SH3BP1	SH3BP1	p2	23616	6.452408	10	2
Eosinophils	p1@TNFAIP3	TNFAIP3	p1	7128	10.64389	10	1
Eosinophils	p1@CREM	CREM	p1	1390	10.58661	10	1
Eosinophils	p1@CSRNP1	CSRNP1	p1	64651	10.53943	10	1
Eosinophils	p1@TNFRSF1B	TNFRSF1B	p1	7133	10.50026	10	1
Eosinophils	p1@RALGAPA2	RALGAPA2	p1	57186	5.04599	10	3
Eosinophils	p1@DKFZP686I15217	DKFZP686I15217	p1	401232	6.228444	10	3
Eosinophils	p2@CNOT10	CNOT10	p2	25904	6.219802	10	3
Eosinophils	p1@BRD2	BRD2	p1	6046	5.025417	10	3
Eosinophils	p1@EAPP	EAPP	p1	55837	6.210025	10	3
Eosinophils	p1@CCRL2	CCRL2	p1	9034	10.11179	10	1
Eosinophils	p1@MIR22HG	MIR22HG	p1	84981	10.09381	10	1
Eosinophils	p1@BID	BID	p1	637	12.85299	10	1
Eosinophils	p1@MKNK1	MKNK1	p1	8569	5.904872	10	2
Eosinophils	p1@CBL	CBL	p1	867	5.835806	10	2
Eosinophils	p1@MYO1F	MYO1F	p1	4542	5.827231	10	2
Eosinophils	p1@RBM47	RBM47	p1	54502	5.815382	10	2
Eosinophils	p1@CXCR4	CXCR4	p1	7852	12.29942	10	1
Eosinophils	p1@WTAP	WTAP	p1	9589	9.77446	10	1
Eosinophils	p2@NFAM1	NFAM1	p2	150372	9.729512	10	1
Eosinophils	p2@ATHL1	ATHL1	p2	80162	9.547753	10	1
Eosinophils	p1@PEX16	PEX16	p1	9409	5.283686	10	3
Eosinophils	p3@IFITM1	IFITM1	p3	8519	11.88825	10	1
Eosinophils	p2@OTUD5	OTUD5	p2	55593	9.394254	10	1
Eosinophils	p1@TOM1	TOM1	p1	10043	9.381361	10	1
Eosinophils	p1@MLL3	MLL3	p1	58508	5.1752	10	3
Eosinophils	p1@LOC730227	LOC730227	p1	730227	9.232791	10	1
Eosinophils	p2@ZNF263	ZNF263	p2	10127	9.008087	10	1
Eosinophils	p2@HOTAIRM1	HOTAIRM1	p2	100506311	9.004983	10	1
Eosinophils	p1@PSEN1	PSEN1	p1	5663	8.987822	10	1
Eosinophils	p1@SPOPL	SPOPL	p1	339745	5.575176	10	2
Eosinophils	p1@RANBP2	RANBP2	p1	5903	8.974029	10	1
Eosinophils	p1@ZFC3H1	ZFC3H1	p1	196441	8.88955	10	1
Eosinophils	p1@MAPKAPK2	MAPKAPK2	p1	9261	8.804416	10	1
Eosinophils	p1@MAP3K8	MAP3K8	p1	1326	8.724343	10	1
Eosinophils	p1@ZNF292	ZNF292	p1	23036	5.497839	10	2
Eosinophils	p1@LYST	LYST	p1	1130	8.717608	10	2
Eosinophils	p1@COQ10B	COQ10B	p1	80219	8.710639	10	1
Eosinophils	p1@ST3GAL2	ST3GAL2	p1	6483	5.496127	10	2
Eosinophils	p1@TINF2	TINF2	p1	26277	8.688408	10	1
Eosinophils	p1@FGR	FGR	p1	2268	8.669588	10	1
Eosinophils	p1@C1orf55	C1orf55	p1	163859	8.589913	10	1
Eosinophils	p1@ARID4B	ARID4B	p1	51742	8.445489	10	2
Eosinophils	p4@LOC100131691	LOC100131691	p4	100131691	8.438981	10	1
Eosinophils	p1@LOC389634	LOC389634	p1	389634	8.347466	10	2
Eosinophils	p1@ITGAX	ITGAX	p1	3687	11.25356	10	1
Eosinophils	p1@C16orf72	C16orf72	p1	29035	8.288531	10	2
Eosinophils	p4@IL21R	IL21R	p4	50615	8.276517	10	2
Eosinophils	p11@PPP2CA	PPP2CA	p11	5515	8.222213	10	2
Eosinophils	p1@VDR	VDR	p1	7421	11.24389	10	1
Eosinophils	p1@CLEC7A	CLEC7A	p1	64581	11.23108	10	1
Eosinophils	p1@HCK	HCK	p1	3055	8.124434	10	1
Eosinophils	p1@FAM214B	FAM214B	p1	80256	8.114015	10	2
Eosinophils	p1@NCOA2	NCOA2	p1	10499	8.095179	10	2
Eosinophils	p1@IFNGR2	IFNGR2	p1	3460	5.426508	10	3
Eosinophils	p1@VTRNA1-1	VTRNA1-1	p1	56664	8.029862	10	2
Eosinophils	p1@DHX40	DHX40	p1	79665	7.976328	10	1
Eosinophils	p1@WAS	WAS	p1	7454	5.421239	10	2
Eosinophils	p3@APBB3	APBB3	p3	10307	7.824821	10	3
Eosinophils	p1@GADD45B	GADD45B	p1	4616	5.387686	10	3
Eosinophils	p1@ACTR2	ACTR2	p1	10097	7.40405	10	2
Eosinophils	p1@C20orf197	C20orf197	p1	284756	5.371267	10	2
Eosinophils	p1@PILRA	PILRA	p1	29992	7.349695	10	2
Eosinophils	p1@DAZAP2	DAZAP2	p1	9802	7.298807	10	2
Eosinophils	p2@RABGEF1	RABGEF1	p2	27342	7.292639	10	1
Eosinophils	p1@TLR4	TLR4	p1	7099	5.35845	10	3
Eosinophils	p1@PPP4R1	PPP4R1	p1	9989	7.094625	10	2
Eosinophils	p1@WAC	WAC	p1	51322	5.354935	10	2
Eosinophils	p1@SLCO3A1	SLCO3A1	p1	28232	7.066448	10	2
Eosinophils	p1@SPATA13	SPATA13	p1	221178	6.98457	10	2
Eosinophils	p2@MAFF	MAFF	p2	23764	6.909343	10	3
Eosinophils	p1@GGNBP2	GGNBP2	p1	79893	5.322688	10	2
Eosinophils	p3@RPGR	RPGR	p3	6103	6.885675	10	3
Eosinophils	p1@NCF2	NCF2	p1	4688	6.843761	10	2
Eosinophils	p1@SIGLEC10	SIGLEC10	p1	89790	6.75532	10	3
Eosinophils	p1@KDM5A	KDM5A	p1	5927	6.754376	10	2
Eosinophils	p1@OSBPL8	OSBPL8	p1	114882	6.731103	10	2
Fibroblast - skin	p1@CCDC99	CCDC99	p1	54908	16.01141	1	1
Fibroblast - skin	p1@NDUFAF2	NDUFAF2	p1	91942	15.2954	1	1
Fibroblast - skin	p1@C11orf51	C11orf51	p1	25906	15.17781	1	1
Fibroblast - skin	p1@GGPS1	GGPS1	p1	9453	13.02055	2	1
Fibroblast - skin	p1@UBE2L3	UBE2L3	p1	7332	11.92706	2	1
Fibroblast - skin	p1@NSA2	NSA2	p1	10412	12.65642	2	1
Fibroblast - skin	p1@DRG1	DRG1	p1	4733	9.257986	2	2
Fibroblast - skin	p1@XRCC6	XRCC6	p1	2547	15.35994	2	1
Fibroblast - skin	p1@CETN2	CETN2	p1	1069	15.25208	2	1
Fibroblast - skin	p1@HAT1	HAT1	p1	8520	14.55226	2	1
Fibroblast - skin	p2@MAGOHB	MAGOHB	p2	55110	14.23797	2	1
Fibroblast - skin	p1@THOC7	THOC7	p1	80145	14.12595	2	1
Fibroblast - skin	p1@ZBTB8OS	ZBTB8OS	p1	339487	14.11574	2	1
Fibroblast - skin	p1@PSMC2	PSMC2	p1	5701	9.813555	3	1
Fibroblast - skin	p4@DDAH1	DDAH1	p4	23576	12.15896	3	1
Fibroblast - skin	p1@UBA3	UBA3	p1	9039	12.86228	3	1
Fibroblast - skin	p2@C6orf62	C6orf62	p2	81688	11.09072	3	1
Fibroblast - skin	p1@TTC1	TTC1	p1	7265	12.63267	3	1
Fibroblast - skin	p1@PSMD10	PSMD10	p1	5716	13.33628	3	1
Fibroblast - skin	p3@KRT34	KRT34	p3	3885	16.65374	3	1
Fibroblast - skin	p1@SKA2	SKA2	p1	348235	16.26996	3	1
Fibroblast - skin	p1@EIF4E2	EIF4E2	p1	9470	15.87509	3	1
Fibroblast - skin	p2@BLOC1S3	BLOC1S3	p2	388552	15.45272	3	1
Fibroblast - skin	p1@LLPH	LLPH	p1	84298	15.40441	3	1
Fibroblast - skin	p1@FCF1	FCF1	p1	51077	15.13962	3	1
Fibroblast - skin	p1@SUB1	SUB1	p1	10923	14.81301	3	1
Fibroblast - skin	p1@SRP9	SRP9	p1	6726	14.1026	3	1
Fibroblast - skin	p1@VTA1	VTA1	p1	51534	12.57111	4	1
Fibroblast - skin	p1@FAM114A2	FAM114A2	p1	10827	9.922457	4	1
Fibroblast - skin	p1@N6AMT2	N6AMT2	p1	221143	12.80062	4	1
Fibroblast - skin	p1@MOCS2	MOCS2	p1	4338	11.56047	4	1
Fibroblast - skin	p1@DNAJC8	DNAJC8	p1	22826	11.4917	4	1
Fibroblast - skin	p1@C20orf43	C20orf43	p1	51507	13.90551	4	1
Fibroblast - skin	p1@UBLCP1	UBLCP1	p1	134510	11.29741	4	1
Fibroblast - skin	p1@SF3A3	SF3A3	p1	10946	11.01319	4	1
Fibroblast - skin	p1@TARDBP	TARDBP	p1	23435	10.72098	4	1
Fibroblast - skin	p1@C22orf28	C22orf28	p1	51493	8.278003	4	1
Fibroblast - skin	p1@TAF13	TAF13	p1	6884	14.40216	4	1
Fibroblast - skin	p1@CKAP5	CKAP5	p1	9793	7.499914	4	2
Fibroblast - skin	p1@PDCL3	PDCL3	p1	79031	13.57608	5	1
Fibroblast - skin	p1@MAGOH	MAGOH	p1	4116	12.50724	5	1
Fibroblast - skin	p1@KRTAP1-1	KRTAP1-1	p1	81851	12.40706	5	1
Fibroblast - skin	p1@NDUFS5	NDUFS5	p1	4725	13.11686	5	1
Fibroblast - skin	p1@CASP3	CASP3	p1	836	7.151925	5	3
Fibroblast - skin	p1@SPA17	SPA17	p1	53340	7.033048	5	2
Fibroblast - skin	p1@RPF2	RPF2	p1	84154	13.36732	5	1
Fibroblast - skin	p1@LOC96610	LOC96610	p1	96610	9.697641	5	1
Fibroblast - skin	p1@FAM192A	FAM192A	p1	80011	9.697259	5	1
Fibroblast - skin	p1@TCEANC2	TCEANC2	p1	127428	11.70279	5	1
Fibroblast - skin	p3@TXLNA	TXLNA	p3	200081	9.465895	5	1
Fibroblast - skin	p1@LARP7	LARP7	p1	51574	11.33352	5	1
Fibroblast - skin	p1@SSB	SSB	p1	6741	9.291291	5	1
Fibroblast - skin	p1@LEO1	LEO1	p1	123169	9.104153	5	2
Fibroblast - skin	p1@DCAF13	DCAF13	p1	25879	10.98306	5	1
Fibroblast - skin	p1@CHMP5	CHMP5	p1	51510	9.042692	5	1
Fibroblast - skin	p1@MSL3P1	MSL3P1	p1	151507	5.964337	5	2
Fibroblast - skin	p1@PSMA4	PSMA4	p1	5685	13.16978	5	1
Fibroblast - skin	p1@VDAC3	VDAC3	p1	7419	10.75542	5	1
Fibroblast - skin	p1@SLU7	SLU7	p1	10569	5.640615	5	2
Fibroblast - skin	p1@PEX2	PEX2	p1	5828	10.51405	5	1
Fibroblast - skin	p1@C1D	C1D	p1	10438	8.44213	5	2
Fibroblast - skin	p1@HYLS1	HYLS1	p1	219844	13.15033	5	1
Fibroblast - skin	p1@SHFM1	SHFM1	p1	7979	8.349268	5	1
Fibroblast - skin	p1@ANP32E	ANP32E	p1	81611	14.40773	5	1
Fibroblast - skin	p1@PRPS1	PRPS1	p1	5631	14.16214	5	1
Fibroblast - skin	p1@KIF18A	KIF18A	p1	81930	13.98977	5	1
Fibroblast - skin	p1@MYL12A	MYL12A	p1	10627	7.955952	6	1
Fibroblast - skin	p1@VPS26A	VPS26A	p1	9559	9.908857	6	1
Fibroblast - skin	p1@ENY2	ENY2	p1	56943	12.40489	6	1
Fibroblast - skin	p1@PSMC3IP	PSMC3IP	p1	29893	7.082608	6	2
Fibroblast - skin	p1@CPSF2	CPSF2	p1	53981	7.080788	6	1
Fibroblast - skin	p1@BLZF1	BLZF1	p1	8548	10.08496	6	1
Fibroblast - skin	p1@RWDD2B	RWDD2B	p1	10069	10.07872	6	1
Fibroblast - skin	p1@BUD31	BUD31	p1	8896	12.11799	6	1
Fibroblast - skin	p1@PFDN4	PFDN4	p1	5203	11.96332	6	1
Fibroblast - skin	p1@MFAP1	MFAP1	p1	4236	7.899155	6	2
Fibroblast - skin	p1@CLOCK	CLOCK	p1	9575	12.81061	6	1
Fibroblast - skin	p1@C11orf58	C11orf58	p1	10944	6.760754	6	1
Fibroblast - skin	p1@SMU1	SMU1	p1	55234	11.81754	6	1
Fibroblast - skin	p1@JRKL	JRKL	p1	8690	11.57507	6	1
Fibroblast - skin	p1@TCEAL8	TCEAL8	p1	90843	9.354277	6	1
Fibroblast - skin	p1@UTP11L	UTP11L	p1	51118	11.42301	6	1
Fibroblast - skin	p1@LSM3	LSM3	p1	27258	12.63744	6	1
Fibroblast - skin	p4@PUS10	PUS10	p4	150962	13.33762	6	1
Fibroblast - skin	p1@SNUPN	SNUPN	p1	10073	9.265065	6	1
Fibroblast - skin	p1@HNRNPR	HNRNPR	p1	10236	11.26234	6	1
Fibroblast - skin	p1@PHB	PHB	p1	5245	11.25768	6	1
Fibroblast - skin	p1@PMM2	PMM2	p1	5373	7.642496	6	1
Fibroblast - skin	p1@RABL3	RABL3	p1	285282	9.186534	6	1
Fibroblast - skin	p1@TATDN1	TATDN1	p1	83940	11.184	6	1
Fibroblast - skin	p1@CCDC90B	CCDC90B	p1	60492	9.152654	6	1
Fibroblast - skin	p1@DNAJC24	DNAJC24	p1	120526	10.9881	6	1
Fibroblast - skin	p1@UFM1	UFM1	p1	51569	10.80987	6	1
Fibroblast - skin	p1@TAX1BP1	TAX1BP1	p1	8887	5.729677	6	3
Fibroblast - skin	p1@C11orf57	C11orf57	p1	55216	8.83742	6	1
Fibroblast - skin	p1@GTF3C6	GTF3C6	p1	112495	8.575528	6	1
Fibroblast - skin	p1@ERGIC2	ERGIC2	p1	51290	8.488567	6	1
Fibroblast - skin	p1@UBE2K	UBE2K	p1	3093	8.45794	6	1
Fibroblast - skin	p1@C11orf74	C11orf74	p1	119710	10.40847	6	1
Fibroblast - skin	p1@DPM1	DPM1	p1	8813	8.435336	6	1
Fibroblast - skin	p2@CCDC36	CCDC36	p2	339834	8.388184	6	2
Fibroblast - skin	p1@CCDC25	CCDC25	p1	55246	10.24926	6	1
Fibroblast - skin	p1@ZCCHC17	ZCCHC17	p1	51538	8.354692	6	2
Fibroblast - skin	p1@RFC1	RFC1	p1	5981	5.34901	6	2
Fibroblast - skin	p1@RAD21	RAD21	p1	5885	14.51725	6	1
Fibroblast - skin	p1@TPI1	TPI1	p1	7167	8.053012	6	2
Fibroblast - skin	p1@SNRPG	SNRPG	p1	6637	10.04698	6	1
Fibroblast - skin	p1@CRYZL1	CRYZL1	p1	9946	7.713091	7	1
Fibroblast - skin	p1@CDC23	CDC23	p1	8697	9.995648	7	1
Fibroblast - skin	p1@RRP15	RRP15	p1	51018	12.53714	7	1
Fibroblast - skin	p1@GLOD4	GLOD4	p1	51031	9.885087	7	1
Fibroblast - skin	p1@TIPIN	TIPIN	p1	54962	13.52753	7	1
Fibroblast - skin	p1@HNRNPA2B1	HNRNPA2B1	p1	3181	12.23858	7	1
Fibroblast - skin	p1@API5	API5	p1	8539	7.000461	7	1
Fibroblast - skin	p1@FAM98A	FAM98A	p1	25940	6.919247	7	1
Fibroblast - skin	p1@ATP5H	ATP5H	p1	10476	11.94271	7	1
Fibroblast - skin	p1@CWC15	CWC15	p1	51503	11.83192	7	1
Fibroblast - skin	p1@TARS	TARS	p1	6897	11.82505	7	1
Fibroblast - skin	p1@SRP14	SRP14	p1	6727	6.768533	7	1
Fibroblast - skin	p2@RPL7	RPL7	p2	6129	9.525948	7	1
Fibroblast - skin	p1@SF3B14	SF3B14	p1	51639	7.890982	7	1
Fibroblast - skin	p1@HBS1L	HBS1L	p1	10767	9.421053	7	1
Fibroblast - skin	p1@COX16	COX16	p1	51241	9.415516	7	1
Fibroblast - skin	p1@DDX46	DDX46	p1	9879	6.646195	7	2
Fibroblast - skin	p1@EFTUD2	EFTUD2	p1	9343	9.363353	7	1
Fibroblast - skin	p1@LIN7C	LIN7C	p1	55327	7.851713	7	1
Fibroblast - skin	p1@GTF2H3	GTF2H3	p1	2967	9.334408	7	1
Fibroblast - skin	p1@NUP188	NUP188	p1	23511	6.533913	7	1
Fibroblast - skin	p1@YAE1D1	YAE1D1	p1	57002	11.37526	7	1
Fibroblast - skin	p1@IER3IP1	IER3IP1	p1	51124	9.312528	7	1
Fibroblast - skin	p1@HNRNPH1	HNRNPH1	p1	3187	11.2999	7	1
Fibroblast - skin	p1@ZCCHC9	ZCCHC9	p1	84240	6.50116	7	1
Fibroblast - skin	p1@EIF2S1	EIF2S1	p1	1965	11.28438	7	1
Fibroblast - skin	p1@SMARCE1	SMARCE1	p1	6605	9.286441	7	1
Fibroblast - skin	p2@PPIL3	PPIL3	p2	53938	11.18586	7	1
Fibroblast - skin	p1@DIEXF	DIEXF	p1	27042	10.98934	7	1
Fibroblast - skin	p1@PSMD4	PSMD4	p1	5710	6.034677	7	1
Fibroblast - skin	p1@SEPT2	Sep-02	p1	4735	6.003249	7	1
Fibroblast - skin	p1@FAM175B	FAM175B	p1	23172	9.001511	7	1
Fibroblast - skin	p1@TMEM242	TMEM242	p1	729515	5.955295	7	1
Fibroblast - skin	p1@MTAP	MTAP	p1	4507	5.896342	7	2
Fibroblast - skin	p1@CINP	CINP	p1	51550	10.84381	7	1
Fibroblast - skin	p1@BRCC3	BRCC3	p1	79184	7.549141	7	1
Fibroblast - skin	p1@PARK7	PARK7	p1	11315	8.593962	7	1
Fibroblast - skin	p1@PDCD10	PDCD10	p1	11235	10.73752	7	1
Fibroblast - skin	p1@COPS2	COPS2	p1	9318	8.552905	7	1
Fibroblast - skin	p1@TAF9	TAF9	p1	6880	10.61302	7	1
Fibroblast - skin	p1@VAMP3	VAMP3	p1	9341	8.474462	7	1
Fibroblast - skin	p1@BZW1	BZW1	p1	9689	10.35154	7	1
Fibroblast - skin	p1@NXT2	NXT2	p1	55916	8.422076	7	1
Fibroblast - skin	p3@SNX7	SNX7	p3	51375	10.32907	7	1
Fibroblast - skin	p1@PSMC5	PSMC5	p1	5705	5.516476	7	1
Fibroblast - skin	p1@POLR2K	POLR2K	p1	5440	10.19546	7	1
Fibroblast - skin	p1@C6orf211	C6orf211	p1	79624	7.501121	7	1
Fibroblast - skin	p1@METTL14	METTL14	p1	57721	5.38235	7	2
Fibroblast - skin	p2@C2orf18	C2orf18	p2	54978	8.315606	7	2
Fibroblast - skin	p1@TTC37	TTC37	p1	9652	5.358874	7	2
Fibroblast - skin	p1@ESF1	ESF1	p1	51575	5.029536	7	2
Fibroblast - skin	p1@GTF3C3	GTF3C3	p1	9330	7.448561	8	1
Fibroblast - skin	p1@CDC5L	CDC5L	p1	988	7.384953	8	2
Fibroblast - skin	p1@PRIM2	PRIM2	p1	5558	12.45918	8	1
Fibroblast - skin	p1@ZNF146	ZNF146	p1	7705	7.251745	8	1
Fibroblast - skin	p1@RHOA	RHOA	p1	387	7.176	8	1
Fibroblast - skin	p2@TFB2M	TFB2M	p2	64216	7.170315	8	1
Fibroblast - skin	p1@PSMC1	PSMC1	p1	5700	12.33827	8	1
Fibroblast - skin	p1@RPS26	RPS26	p1	6231	12.23716	8	1
Fibroblast - skin	p1@RACGAP1	RACGAP1	p1	29127	12.16979	8	1
Fibroblast - skin	p1@NARS	NARS	p1	4677	9.578358	8	1
Fibroblast - skin	p1@ZFP161	ZFP161	p1	7541	11.63122	8	1
Fibroblast - skin	p1@BTF3L4	BTF3L4	p1	91408	9.43918	8	1
Fibroblast - skin	p1@PCNP	PCNP	p1	57092	9.395348	8	1
Fibroblast - skin	p1@CAPZA1	CAPZA1	p1	829	10.0723	8	1
Fibroblast - skin	p1@PSMA1	PSMA1	p1	5682	6.640419	8	1
Fibroblast - skin	p1@METTL13	METTL13	p1	51603	6.596195	8	1
Fibroblast - skin	p1@GABPB2	GABPB2	p1	126626	6.483496	8	1
Fibroblast - skin	p1@YWHAE	YWHAE	p1	7531	6.321998	8	2
Fibroblast - skin	p1@ANAPC13	ANAPC13	p1	25847	9.173045	8	1
Fibroblast - skin	p1@GMFB	GMFB	p1	2764	11.12179	8	1
Fibroblast - skin	p1@HMGB3	HMGB3	p1	3149	11.10645	8	1
