Celltype	GeneID	Gene	Peak	Entrezgene	Zscore	Specificity	Rank
Mast cell	p1@OSBPL8	OSBPL8	p1	114882	6.277649	10	3
Mast cell	p1@GABPB1	GABPB1	p1	2553	6.233057	10	2
Mast cell	p1@DNAJB1	DNAJB1	p1	3337	6.19635	10	2
Mast cell	p1@FAM46A	FAM46A	p1	55603	5.894677	10	3
Mast cell	p1@RIN3	RIN3	p1	79890	8.519425	10	2
Mast cell	p1@LONRF1	LONRF1	p1	91694	5.796875	10	3
Mast cell	p2@LOC344967	LOC344967	p2	344967	5.483975	10	3
Mast cell	p2@ST8SIA1	ST8SIA1	p2	6489	5.480453	10	2
Mast cell	p1@ING2	ING2	p1	3622	5.308095	10	2
Mast cell	p1@CD44	CD44	p1	960	5.297238	10	2
Mast cell	p1@TNFAIP3	TNFAIP3	p1	7128	8.204867	10	2
Mast cell	p1@RRP1B	RRP1B	p1	23076	5.260429	10	1
Mast cell	p1@RASGRP4	RASGRP4	p1	115727	5.194452	10	2
Mast cell	p1@TESK2	TESK2	p1	10420	7.87133	10	1
Mast cell	p1@CCDC97	CCDC97	p1	90324	5.051631	10	1
Mast cell	p1@CREB5	CREB5	p1	9586	7.256343	10	2
Mast cell	p1@SGPP1	SGPP1	p1	81537	7.103005	10	2
Mast cell	p1@HS2ST1	HS2ST1	p1	9653	8.866032	10	1
Mast cell	p1@TRERF1	TRERF1	p1	55809	7.030658	10	1
Mast cell	p1@MIR1234	MIR1234	p1	100302196	6.965792	10	2
Mast cell	p1@FLJ42969	FLJ42969	p1	441374	14.02208	10	1
Mast cell	p1@GNPTAB	GNPTAB	p1	79158	11.84472	10	1
Mast cell	p1@SOX13	SOX13	p1	9580	11.82985	10	1
Mast cell	p1@ADCYAP1	ADCYAP1	p1	116	11.63747	10	1
Mast cell	p1@P2RX1	P2RX1	p1	5023	11.53954	10	1
Mast cell	p1@GADD45B	GADD45B	p1	4616	6.889408	10	2
Mast cell	p3@DNAAF2	DNAAF2	p3	55172	10.96671	10	1
Mast cell	p1@GRASP	GRASP	p1	160622	10.96068	10	1
Natural Killer Cells	p1@KLRF1	KLRF1	p1	51348	6.109863	3	2
Natural Killer Cells	p1@ZNF683	ZNF683	p1	257101	9.894766	3	2
Natural Killer Cells	p1@GNLY	GNLY	p1	10578	9.080085	3	2
Natural Killer Cells	p2@LOC646471	LOC646471	p2	646471	6.577043	4	2
Natural Killer Cells	p1@CD226	CD226	p1	10666	6.487241	5	3
Natural Killer Cells	p1@ZNF831	ZNF831	p1	128611	5.909866	5	2
Natural Killer Cells	p1@LOC100128429	LOC100128429	p1	100128429	5.810524	5	3
Natural Killer Cells	p1@NMUR1	NMUR1	p1	10316	7.31991	6	3
Natural Killer Cells	p1@GZMH	GZMH	p1	2999	6.857017	6	3
Natural Killer Cells	p1@PRF1	PRF1	p1	5551	5.696878	6	2
Natural Killer Cells	p1@ZNF600	ZNF600	p1	162966	5.057423	6	2
Natural Killer Cells	p1@TFIP11	TFIP11	p1	24144	5.008071	6	3
Natural Killer Cells	p2@LOC648987	LOC648987	p2	648987	16.08721	6	1
Natural Killer Cells	p1@IFNG	IFNG	p1	3458	14.79322	6	1
Natural Killer Cells	p1@JUN	JUN	p1	3725	9.126842	6	2
Natural Killer Cells	p2@FGFBP2	FGFBP2	p2	83888	7.682272	6	2
Natural Killer Cells	p1@TTC16	TTC16	p1	158248	7.518151	7	3
Natural Killer Cells	p1@NKG7	NKG7	p1	4818	6.954177	7	2
Natural Killer Cells	p1@GZMM	GZMM	p1	3004	5.306776	7	3
Natural Killer Cells	p2@SAMD3	SAMD3	p2	154075	5.207499	7	3
Natural Killer Cells	p1@IL2RB	IL2RB	p1	3560	10.77971	7	2
Natural Killer Cells	p1@NCR1	NCR1	p1	9437	10.2583	7	2
Natural Killer Cells	p1@CTSW	CTSW	p1	1521	9.423655	7	2
Natural Killer Cells	p1@SNORA78	SNORA78	p1	677844	8.296826	7	1
Natural Killer Cells	p1@NCR3	NCR3	p1	259197	7.264038	8	2
Natural Killer Cells	p1@TBX21	TBX21	p1	30009	7.148263	8	2
Natural Killer Cells	p1@LINC00239	LINC00239	p1	145200	6.632424	8	3
Natural Killer Cells	p2@ZAR1L	ZAR1L	p2	646799	6.441634	8	2
Natural Killer Cells	p1@IL23R	IL23R	p1	149233	6.415097	8	2
Natural Killer Cells	p3@PIGV	PIGV	p3	55650	6.190132	8	2
Natural Killer Cells	p1@GPR114	GPR114	p1	221188	5.95082	8	3
Natural Killer Cells	p1@APOBEC3G	APOBEC3G	p1	60489	5.569956	8	3
Natural Killer Cells	p18@HIST1H3A	HIST1H3A	p18	8350	14.09092	8	1
Natural Killer Cells	p2@CAGE1	CAGE1	p2	285782	12.06397	8	1
Natural Killer Cells	p1@LETM2	LETM2	p1	137994	11.81435	8	1
Natural Killer Cells	p1@C12orf61	C12orf61	p1	283416	11.62565	8	1
Natural Killer Cells	p1@DTHD1	DTHD1	p1	401124	9.491238	8	1
Natural Killer Cells	p1@SMAD7	SMAD7	p1	4092	8.5279	8	2
Natural Killer Cells	p1@KLRC2	KLRC2	p1	3822	8.301891	8	2
Natural Killer Cells	p1@CCL5	CCL5	p1	6352	7.088021	9	2
Natural Killer Cells	p1@PRKY	PRKY	p1	5616	6.431748	9	3
Natural Killer Cells	p1@LOC100216545	LOC100216545	p1	100216545	5.936748	9	2
Natural Killer Cells	p1@SPTY2D1	SPTY2D1	p1	144108	5.823391	9	3
Natural Killer Cells	p1@ZHX2	ZHX2	p1	22882	5.74417	9	3
Natural Killer Cells	p1@PTGDR	PTGDR	p1	5729	5.431072	9	2
Natural Killer Cells	p1@FLJ43663	FLJ43663	p1	378805	11.88395	9	1
Natural Killer Cells	p1@RUNX3	RUNX3	p1	864	11.66276	9	1
Natural Killer Cells	p1@FCRL6	FCRL6	p1	343413	7.857783	9	2
Natural Killer Cells	p1@FASLG	FASLG	p1	356	7.535162	10	2
Natural Killer Cells	p1@S1PR5	S1PR5	p1	53637	7.05032	10	2
Natural Killer Cells	p2@BTBD9	BTBD9	p2	114781	7.030332	10	2
Natural Killer Cells	p1@PBX4	PBX4	p1	80714	6.591345	10	2
Natural Killer Cells	p2@ZNF890P	ZNF890P	p2	645700	6.578347	10	3
Natural Killer Cells	p1@TNFRSF18	TNFRSF18	p1	8784	5.790928	10	3
Natural Killer Cells	p1@ZBTB2	ZBTB2	p1	57621	5.349436	10	3
Natural Killer Cells	p1@C3orf71	C3orf71	p1	646450	14.08053	10	1
Natural Killer Cells	p1@XCL1	XCL1	p1	6375	9.866649	10	2
Natural Killer Cells	p4@IL21R	IL21R	p4	50615	9.818323	10	1
Neutrophils	p2@ARFIP1	ARFIP1	p2	27236	5.731872	2	2
Neutrophils	p4@DOK3	DOK3	p4	79930	17.43052	2	1
Neutrophils	p2@ENTPD1	ENTPD1	p2	953	16.88866	2	1
Neutrophils	p1@PROK2	PROK2	p1	60675	16.81732	2	1
Neutrophils	p1@VNN3	VNN3	p1	55350	16.62467	2	1
Neutrophils	p4@C2CD3	C2CD3	p4	26005	15.26833	2	1
Neutrophils	p1@PELI1	PELI1	p1	57162	10.47706	2	2
Neutrophils	p5@SLC12A6	SLC12A6	p5	9990	13.87421	2	1
Neutrophils	p5@FLJ22447	FLJ22447	p5	400221	9.685209	2	2
Neutrophils	p2@PPCDC	PPCDC	p2	60490	13.58337	2	1
Neutrophils	p1@ATG2A	ATG2A	p1	23130	13.53288	2	1
Neutrophils	p1@TMCC3	TMCC3	p1	57458	12.67635	2	1
Neutrophils	p2@FBRS	FBRS	p2	64319	8.137029	2	2
Neutrophils	p1@BCL2A1	BCL2A1	p1	597	6.683251	2	2
Neutrophils	p1@IL1R2	IL1R2	p1	7850	11.71519	2	2
Neutrophils	p2@NEDD9	NEDD9	p2	4739	11.37652	2	2
Neutrophils	p4@ADORA2A	ADORA2A	p4	135	11.35083	2	2
Neutrophils	p2@NBN	NBN	p2	4683	11.02593	2	2
Neutrophils	p1@IL18RAP	IL18RAP	p1	8807	16.48164	3	1
Neutrophils	p1@IVNS1ABP	IVNS1ABP	p1	10625	10.62889	3	2
Neutrophils	p1@KDM6B	KDM6B	p1	23135	16.14436	3	1
Neutrophils	p3@DYSF	DYSF	p3	8291	15.85284	3	1
Neutrophils	p2@MIR4736	MIR4736	p2	100616220	15.58533	3	1
Neutrophils	p1@CASS4	CASS4	p1	57091	15.26295	3	1
Neutrophils	p1@TMCC1	TMCC1	p1	23023	10.54184	3	2
Neutrophils	p1@IL8	IL8	p1	3576	5.344351	3	2
Neutrophils	p1@AMPD2	AMPD2	p1	271	10.17507	3	2
Neutrophils	p1@C10orf46	C10orf46	p1	143384	10.15409	3	1
Neutrophils	p1@LOXHD1	LOXHD1	p1	125336	13.69604	3	1
Neutrophils	p1@DOCK4	DOCK4	p1	9732	9.673957	3	2
Neutrophils	p1@PHF20L1	PHF20L1	p1	51105	9.636884	3	2
Neutrophils	p3@LMNB1	LMNB1	p3	4001	9.555493	3	2
Neutrophils	p1@C5AR1	C5AR1	p1	728	13.42588	3	1
Neutrophils	p2@ZCCHC6	ZCCHC6	p2	79670	13.24218	3	1
Neutrophils	p2@PDE4B	PDE4B	p2	5142	9.036073	3	2
Neutrophils	p1@MIR3688-2	MIR3688-2	p1	100616303	8.663182	3	2
Neutrophils	p1@N4BP1	N4BP1	p1	9683	8.630375	3	2
Neutrophils	p2@LINC00528	LINC00528	p2	200298	8.486992	3	2
Neutrophils	p2@AP3S2	AP3S2	p2	10239	8.486968	3	2
Neutrophils	p1@GPR97	GPR97	p1	222487	12.17902	3	1
Neutrophils	p2@SYAP1	SYAP1	p2	94056	7.947872	3	2
Neutrophils	p1@TREM1	TREM1	p1	54210	7.702035	3	2
Neutrophils	p1@AQP9	AQP9	p1	366	7.646768	3	2
Neutrophils	p1@MIR3945	MIR3945	p1	100500818	6.841472	3	2
Neutrophils	p2@MAPK13	MAPK13	p2	5603	6.619936	3	2
Neutrophils	p1@SOS2	SOS2	p1	6655	6.500474	3	2
Neutrophils	p1@CCDC147	CCDC147	p1	159686	6.483965	3	2
Neutrophils	p1@SRGN	SRGN	p1	5552	6.145505	3	3
Neutrophils	p2@GDAP2	GDAP2	p2	54834	5.817823	3	2
Neutrophils	p1@MEGF9	MEGF9	p1	1955	10.60354	4	2
Neutrophils	p1@CLEC4D	CLEC4D	p1	338339	15.16629	4	1
Neutrophils	p2@ZBTB7B	ZBTB7B	p2	51043	10.59916	4	1
Neutrophils	p1@IPMK	IPMK	p1	253430	10.55504	4	2
Neutrophils	p3@PCNX	PCNX	p3	22990	10.52951	4	2
Neutrophils	p1@C20orf43	C20orf43	p1	51507	5.371801	4	2
Neutrophils	p1@UBE2R2	UBE2R2	p1	54926	10.26784	4	1
Neutrophils	p1@UBN1	UBN1	p1	29855	10.1624	4	2
Neutrophils	p1@ATP11B	ATP11B	p1	23200	9.660483	4	2
Neutrophils	p1@PYGL	PYGL	p1	5836	5.234997	4	2
Neutrophils	p1@GNAI3	GNAI3	p1	2773	9.541531	4	2
Neutrophils	p1@SAMSN1	SAMSN1	p1	64092	9.48398	4	2
Neutrophils	p1@IL4R	IL4R	p1	3566	9.461043	4	1
Neutrophils	p1@CTBS	CTBS	p1	1486	13.61556	4	1
Neutrophils	p1@C17orf107	C17orf107	p1	100130311	13.36729	4	1
Neutrophils	p1@CLEC4E	CLEC4E	p1	26253	9.200506	4	2
Neutrophils	p1@BIN3	BIN3	p1	55909	8.824568	4	2
Neutrophils	p3@RASSF5	RASSF5	p3	83593	8.62576	4	2
Neutrophils	p1@GLT1D1	GLT1D1	p1	144423	8.623345	4	2
Neutrophils	p4@TXNRD1	TXNRD1	p4	7296	12.5923	4	1
Neutrophils	p1@PLXNC1	PLXNC1	p1	10154	12.54579	4	1
Neutrophils	p1@IFITM2	IFITM2	p1	10581	12.53919	4	1
Neutrophils	p1@RNF44	RNF44	p1	22838	12.42415	4	1
Neutrophils	p1@ZNF281	ZNF281	p1	23528	12.39052	4	1
Neutrophils	p1@RAB8B	RAB8B	p1	51762	8.301592	4	1
Neutrophils	p1@LITAF	LITAF	p1	9516	12.37057	4	1
Neutrophils	p1@ABHD2	ABHD2	p1	11057	12.26782	4	1
Neutrophils	p1@LINC00173	LINC00173	p1	100287569	12.2023	4	1
Neutrophils	p1@KIAA0232	KIAA0232	p1	9778	8.02218	4	1
Neutrophils	p1@TMEM127	TMEM127	p1	55654	12.14885	4	1
Neutrophils	p1@IFNGR1	IFNGR1	p1	3459	7.364384	4	2
Neutrophils	p3@AGPAT9	AGPAT9	p3	84803	7.217325	4	3
Neutrophils	p4@NSMAF	NSMAF	p4	8439	12.00416	4	1
Neutrophils	p1@LIMK2	LIMK2	p1	3985	11.84157	4	2
Neutrophils	p1@ALOX5AP	ALOX5AP	p1	241	6.74249	4	3
Neutrophils	p1@ACAP2	ACAP2	p1	23527	11.67963	4	1
Neutrophils	p1@SEC14L1	SEC14L1	p1	6397	11.65993	4	1
Neutrophils	p1@DENND5A	DENND5A	p1	23258	6.37605	4	3
Neutrophils	p1@NINJ1	NINJ1	p1	4814	6.317315	4	2
Neutrophils	p2@SLC9A8	SLC9A8	p2	23315	6.283636	4	3
Neutrophils	p1@G0S2	G0S2	p1	50486	6.029385	4	2
Neutrophils	p1@ZNF668	ZNF668	p1	79759	11.28217	4	1
Neutrophils	p2@ARHGAP30	ARHGAP30	p2	257106	5.984972	4	2
Neutrophils	p1@PLAUR	PLAUR	p1	5329	5.815642	4	2
Neutrophils	p1@CIR1	CIR1	p1	9541	11.05226	4	1
Neutrophils	p1@SIPA1L1	SIPA1L1	p1	26037	11.05033	4	1
Neutrophils	p1@ABHD16A	ABHD16A	p1	7920	5.49807	5	2
Neutrophils	p1@LCP2	LCP2	p1	3937	10.85505	5	1
Neutrophils	p3@KCNJ15	KCNJ15	p3	3772	16.30219	5	1
Neutrophils	p1@VNN2	VNN2	p1	8875	16.29026	5	1
Neutrophils	p1@MMP25	MMP25	p1	64386	16.23649	5	1
Neutrophils	p2@TRPM6	TRPM6	p2	140803	16.16175	5	1
Neutrophils	p1@BOD1L	BOD1L	p1	259282	10.61155	5	1
Neutrophils	p1@NAMPT	NAMPT	p1	10135	15.12731	5	1
Neutrophils	p1@RAB27A	RAB27A	p1	5873	5.395393	5	2
Neutrophils	p1@C1orf138	C1orf138	p1	574406	14.71641	5	1
Neutrophils	p1@XKR8	XKR8	p1	55113	14.67585	5	1
Neutrophils	p1@NLRP6	NLRP6	p1	171389	14.64981	5	1
Neutrophils	p1@FCGR2A	FCGR2A	p1	2212	14.58969	5	1
Neutrophils	p4@GMPR2	GMPR2	p4	51292	14.46391	5	1
Neutrophils	p1@TMEM154	TMEM154	p1	201799	14.44787	5	1
Neutrophils	p2@FBXL13	FBXL13	p2	222235	14.35036	5	1
Neutrophils	p1@EMR3	EMR3	p1	84658	14.34918	5	1
Neutrophils	p1@MIDN	MIDN	p1	90007	14.33041	5	1
Neutrophils	p1@CR1	CR1	p1	1378	14.12314	5	1
Neutrophils	p2@FLJ36644	FLJ36644	p2	400617	10.47803	5	1
Neutrophils	p1@TLR1	TLR1	p1	7096	14.05686	5	1
Neutrophils	p2@SH2D3C	SH2D3C	p2	10044	10.39244	5	1
Neutrophils	p1@B3GNT5	B3GNT5	p1	84002	10.30751	5	2
Neutrophils	p1@GPSM3	GPSM3	p1	63940	13.76114	5	1
Neutrophils	p1@XPO6	XPO6	p1	23214	13.70775	5	1
Neutrophils	p1@ZDHHC18	ZDHHC18	p1	84243	13.70536	5	1
Neutrophils	p2@VPS13B	VPS13B	p2	157680	13.70035	5	1
Neutrophils	p1@LOC100130597	LOC100130597	p1	100130597	9.739064	5	2
Neutrophils	p2@MME	MME	p2	4311	13.68216	5	1
Neutrophils	p2@FRMD4B	FRMD4B	p2	23150	13.56248	5	1
Neutrophils	p2@VCPIP1	VCPIP1	p2	80124	9.149693	5	2
Neutrophils	p1@SLC45A4	SLC45A4	p1	57210	13.26476	5	1
Neutrophils	p1@SLU7	SLU7	p1	10569	5.123198	5	3
Neutrophils	p1@NFKBIZ	NFKBIZ	p1	64332	5.121735	5	3
Neutrophils	p1@SUMO1P1	SUMO1P1	p1	391257	8.952167	5	2
Neutrophils	p1@GAB2	GAB2	p1	9846	12.98463	5	1
Neutrophils	p1@C12orf35	C12orf35	p1	55196	12.90998	5	1
Neutrophils	p1@TLE3	TLE3	p1	7090	12.81176	5	1
Neutrophils	p2@SLA	SLA	p2	6503	12.69668	5	1
Neutrophils	p1@FCGR3B	FCGR3B	p1	2215	12.6354	5	1
Neutrophils	p1@LOC100130442	LOC100130442	p1	100130442	8.472806	5	3
Neutrophils	p2@FAM49B	FAM49B	p2	51571	12.39175	5	1
Neutrophils	p1@PREX1	PREX1	p1	57580	12.3344	5	1
Neutrophils	p1@BCL3	BCL3	p1	602	12.31522	5	1
Neutrophils	p2@ABHD13	ABHD13	p2	84945	8.175858	5	2
Neutrophils	p1@PNPLA8	PNPLA8	p1	50640	8.162306	5	2
Neutrophils	p1@LOC100132344	LOC100132344	p1	100132344	12.19206	5	1
Neutrophils	p1@RNF19B	RNF19B	p1	127544	8.061061	5	3
Neutrophils	p1@KCMF1	KCMF1	p1	56888	7.975306	5	2
Neutrophils	p1@FCAR	FCAR	p1	2204	7.80085	5	3
Neutrophils	p1@CEP19	CEP19	p1	84984	7.776575	5	2
Neutrophils	p1@CXCR1	CXCR1	p1	3577	7.66127	5	3
Neutrophils	p1@STK40	STK40	p1	83931	7.581287	5	3
Neutrophils	p1@CXCR2	CXCR2	p1	3579	12.05762	5	1
Neutrophils	p1@MXD1	MXD1	p1	4084	12.04394	5	1
Neutrophils	p1@LOC100128429	LOC100128429	p1	100128429	7.319443	5	2
Neutrophils	p1@MIR3610	MIR3610	p1	100500914	6.940541	5	1
Neutrophils	p2@RAB5A	RAB5A	p2	5868	6.492304	5	2
Neutrophils	p1@KLHL2	KLHL2	p1	11275	6.415359	5	3
Neutrophils	p1@ULK1	ULK1	p1	8408	6.355845	5	2
Neutrophils	p1@DOCK5	DOCK5	p1	80005	6.319382	5	2
Neutrophils	p1@EHD1	EHD1	p1	10938	6.181821	5	3
Neutrophils	p1@SPAG9	SPAG9	p1	9043	6.091697	5	3
Neutrophils	p1@SHOC2	SHOC2	p1	8036	11.325	5	1
Neutrophils	p1@RAB31	RAB31	p1	11031	5.98485	5	2
Neutrophils	p1@FPR2	FPR2	p1	2358	11.26238	5	1
Neutrophils	p2@KIAA0247	KIAA0247	p2	9766	11.25183	5	1
Neutrophils	p1@AHCTF1	AHCTF1	p1	25909	11.21424	5	1
Neutrophils	p4@PPP2R5C	PPP2R5C	p4	5527	5.778146	5	2
Neutrophils	p4@UBE2D3	UBE2D3	p4	7323	10.98164	5	1
Neutrophils	p1@SNRK	SNRK	p1	54861	10.95857	6	1
Neutrophils	p1@GPCPD1	GPCPD1	p1	56261	10.95721	6	1
Neutrophils	p1@NFKBIE	NFKBIE	p1	4794	5.55802	6	2
Neutrophils	p1@FFAR2	FFAR2	p1	2867	10.88354	6	1
Neutrophils	p1@PIGX	PIGX	p1	54965	10.86608	6	1
Neutrophils	p2@B3GNTL1	B3GNTL1	p2	146712	5.451448	6	3
Neutrophils	p1@TRIB1	TRIB1	p1	10221	10.7013	6	1
Neutrophils	p5@PRR13	PRR13	p5	54458	15.71738	6	1
Neutrophils	p3@REPS2	REPS2	p3	9185	15.01991	6	1
Neutrophils	p1@CSAD	CSAD	p1	51380	10.5699	6	1
Neutrophils	p1@OXSR1	OXSR1	p1	9943	5.405729	6	3
Neutrophils	p2@SH2B2	SH2B2	p2	10603	14.57487	6	1
Neutrophils	p1@BNIP2	BNIP2	p1	663	5.355409	6	2
Neutrophils	p1@AP1G1	AP1G1	p1	164	10.48892	6	1
Neutrophils	p1@ADAM8	ADAM8	p1	101	10.35412	6	1
Neutrophils	p1@STX3	STX3	p1	6809	10.34817	6	1
Neutrophils	p1@KIAA1257	KIAA1257	p1	57501	10.25226	6	2
Neutrophils	p1@SPG11	SPG11	p1	80208	5.283226	6	2
Neutrophils	p4@WIPF1	WIPF1	p4	7456	13.87209	6	1
Neutrophils	p1@CYB5R4	CYB5R4	p1	51167	13.80588	6	1
Neutrophils	p1@PPP1R18	PPP1R18	p1	170954	13.74838	6	1
Neutrophils	p1@DIRC2	DIRC2	p1	84925	9.775755	6	1
Neutrophils	p3@GPR27	GPR27	p3	2850	9.475548	6	2
Neutrophils	p1@SNX13	SNX13	p1	23161	5.170178	6	2
Neutrophils	p1@ALPK1	ALPK1	p1	80216	13.48905	6	1
Neutrophils	p1@C15orf39	C15orf39	p1	56905	13.45793	6	1
Neutrophils	p1@ITPRIP	ITPRIP	p1	85450	9.202127	6	2
Neutrophils	p1@SNORD99	SNORD99	p1	692212	9.187133	6	1
Neutrophils	p1@GPR65	GPR65	p1	8477	9.12035	6	2
Neutrophils	p1@RGS18	RGS18	p1	64407	9.044992	6	1
Neutrophils	p2@NFKB2	NFKB2	p2	4791	5.05147	6	3
Neutrophils	p1@GNG2	GNG2	p1	54331	8.94078	6	2
Neutrophils	p2@RIT1	RIT1	p2	6016	8.845856	6	2
Neutrophils	p1@OBFC2A	OBFC2A	p1	64859	8.761871	6	2
Neutrophils	p1@CCNJL	CCNJL	p1	79616	12.77701	6	1
Neutrophils	p1@GTPBP1	GTPBP1	p1	9567	8.63258	6	1
Neutrophils	p1@LYN	LYN	p1	4067	12.65038	6	1
Neutrophils	p1@ZNFX1	ZNFX1	p1	57169	8.545921	6	1
Neutrophils	p1@CSNK1D	CSNK1D	p1	1453	8.507104	6	2
Neutrophils	p1@BRAF	BRAF	p1	673	8.485284	6	1
Neutrophils	p1@IL13RA1	IL13RA1	p1	3597	8.455289	6	1
Neutrophils	p5@LRRC4	LRRC4	p5	64101	12.4567	6	1
Neutrophils	p1@ESCO1	ESCO1	p1	114799	12.38827	6	1
Neutrophils	p1@CREBBP	CREBBP	p1	1387	8.209938	6	2
Neutrophils	p1@DENND3	DENND3	p1	22898	12.20826	6	1
Neutrophils	p1@CDADC1	CDADC1	p1	81602	8.013634	6	2
Neutrophils	p1@SLC15A4	SLC15A4	p1	121260	8.007953	6	2
Neutrophils	p1@TAX1BP1	TAX1BP1	p1	8887	8.002901	6	1
Neutrophils	p1@GMIP	GMIP	p1	51291	7.981854	6	2
Neutrophils	p1@RNF24	RNF24	p1	11237	12.14262	6	1
Neutrophils	p1@CSF3R	CSF3R	p1	1441	12.1207	6	1
Neutrophils	p2@PATL1	PATL1	p2	219988	7.675887	6	2
Neutrophils	p1@C9orf72	C9orf72	p1	203228	7.616188	6	3
Neutrophils	p1@MBOAT7	MBOAT7	p1	79143	12.06532	6	1
Neutrophils	p2@JMJD6	JMJD6	p2	23210	7.35613	6	2
Neutrophils	p1@SOD2	SOD2	p1	6648	5.655483	6	3
Neutrophils	p1@ELL	ELL	p1	8178	12.00979	6	1
Neutrophils	p1@CD82	CD82	p1	3732	7.174975	6	3
Neutrophils	p1@PRKD2	PRKD2	p1	25865	11.97701	6	1
Neutrophils	p1@RNF169	RNF169	p1	254225	7.165232	6	1
Neutrophils	p6@PRR14	PRR14	p6	78994	11.82544	6	1
Neutrophils	p1@PLEK	PLEK	p1	5341	6.623929	6	2
Neutrophils	p4@ZMYND15	ZMYND15	p4	84225	6.497592	6	3
Neutrophils	p1@CHST15	CHST15	p1	51363	11.75388	6	1
Neutrophils	p1@EIF2C4	EIF2C4	p1	192670	6.485657	6	2
Neutrophils	p2@ZNF438	ZNF438	p2	220929	6.443239	6	3
Neutrophils	p1@PXT1	PXT1	p1	222659	6.402337	6	2
Neutrophils	p1@GCA	GCA	p1	25801	11.59612	6	1
Neutrophils	p2@ZNF705A	ZNF705A	p2	440077	11.58969	6	1
Neutrophils	p1@TLR2	TLR2	p1	7097	11.57684	6	2
Neutrophils	p1@NIN	NIN	p1	51199	6.326487	6	2
Neutrophils	p7@H3F3B	H3F3B	p7	3021	5.64454	6	3
Neutrophils	p1@IFIH1	IFIH1	p1	64135	6.052045	6	2
Neutrophils	p1@PTEN	PTEN	p1	5728	11.29882	6	1
Neutrophils	p1@STAT6	STAT6	p1	6778	6.002244	6	3
Neutrophils	p1@FPR1	FPR1	p1	2357	11.18433	6	2
Neutrophils	p1@IRS2	IRS2	p1	8660	11.16575	6	1
Neutrophils	p1@CEACAM3	CEACAM3	p1	1084	10.9953	6	1
Neutrophils	p1@RICTOR	RICTOR	p1	253260	10.83438	7	1
Neutrophils	p1@PGS1	PGS1	p1	9489	10.77076	7	1
Neutrophils	p1@PKN2	PKN2	p1	5586	10.6775	7	1
Neutrophils	p1@ABTB1	ABTB1	p1	80325	10.61366	7	1
Neutrophils	p1@RASSF2	RASSF2	p1	9770	10.58038	7	2
Neutrophils	p1@FYB	FYB	p1	2533	14.90853	7	1
Neutrophils	p1@CASP5	CASP5	p1	838	10.56569	7	1
Neutrophils	p1@MNDA	MNDA	p1	4332	14.41126	7	1
Neutrophils	p1@IGF2R	IGF2R	p1	3482	14.38393	7	1
Neutrophils	p1@PTPRE	PTPRE	p1	5791	10.46553	7	2
Neutrophils	p1@MX2	MX2	p1	4600	10.33008	7	2
Neutrophils	p1@SMAP2	SMAP2	p1	64744	10.2369	7	1
Neutrophils	p1@FNIP1	FNIP1	p1	96459	10.15047	7	1
Neutrophils	p1@SLC2A3	SLC2A3	p1	6515	10.0981	7	1
Neutrophils	p1@UBE2D1	UBE2D1	p1	7321	9.96355	7	1
Neutrophils	p1@OXER1	OXER1	p1	165140	9.963065	7	1
Neutrophils	p1@LRP10	LRP10	p1	26020	9.893163	7	1
Neutrophils	p1@CEBPB	CEBPB	p1	1051	9.76362	7	2
Neutrophils	p1@NRBF2	NRBF2	p1	29982	9.555554	7	1
Neutrophils	p1@APOBR	APOBR	p1	55911	13.63362	7	1
Neutrophils	p1@FLOT2	FLOT2	p1	2319	9.533467	7	1
Neutrophils	p1@TMEM71	TMEM71	p1	137835	13.6218	7	1
Neutrophils	p1@CLP1	CLP1	p1	10978	9.423848	7	1
Neutrophils	p1@ACSL1	ACSL1	p1	2180	9.348412	7	2
Neutrophils	p1@UBR2	UBR2	p1	23304	9.129412	7	1
Neutrophils	p2@MBD4	MBD4	p2	8930	9.11924	7	1
Neutrophils	p1@SLC11A1	SLC11A1	p1	6556	13.06651	7	1
Neutrophils	p1@ANKRD13A	ANKRD13A	p1	88455	8.966082	7	2
Neutrophils	p1@SMCHD1	SMCHD1	p1	23347	12.96617	7	1
Neutrophils	p1@MIR3064	MIR3064	p1	100616387	5.048308	7	2
Neutrophils	p2@SSH2	SSH2	p2	85464	12.90994	7	1
Neutrophils	p1@ZFAND3	ZFAND3	p1	60685	8.935934	7	1
Neutrophils	p1@MIR2110	MIR2110	p1	100302224	8.842164	7	2
Neutrophils	p1@PIK3R5	PIK3R5	p1	23533	8.714475	7	2
Neutrophils	p2@TREML2	TREML2	p2	79865	12.46654	7	1
Neutrophils	p1@ARHGAP26	ARHGAP26	p1	23092	8.449351	7	2
Neutrophils	p1@ITM2B	ITM2B	p1	9445	12.44313	7	1
Neutrophils	p1@CSNK1G2	CSNK1G2	p1	1455	5.662066	7	2
Neutrophils	p1@ORAI2	ORAI2	p1	80228	8.386696	7	2
Neutrophils	p1@TAF7	TAF7	p1	6879	8.32185	7	1
Neutrophils	p1@RNF149	RNF149	p1	284996	12.38659	7	1
Neutrophils	p1@SEMA4A	SEMA4A	p1	64218	8.216622	7	2
Neutrophils	p1@LOC100506801	LOC100506801	p1	100506801	8.188193	7	2
Neutrophils	p1@USP4	USP4	p1	7375	12.34578	7	1
Neutrophils	p1@ATP2B1	ATP2B1	p1	490	8.165619	7	1
