Id	Pathway	Gene
hsa04151	PI3K-Akt signaling pathway	2261
hsa04151	PI3K-Akt signaling pathway	2263
hsa04151	PI3K-Akt signaling pathway	2264
hsa04151	PI3K-Akt signaling pathway	2277
hsa04151	PI3K-Akt signaling pathway	22798
hsa04151	PI3K-Akt signaling pathway	22801
hsa04151	PI3K-Akt signaling pathway	23035
hsa04151	PI3K-Akt signaling pathway	2309
hsa04151	PI3K-Akt signaling pathway	2321
hsa04151	PI3K-Akt signaling pathway	2322
hsa04151	PI3K-Akt signaling pathway	2323
hsa04151	PI3K-Akt signaling pathway	23239
hsa04151	PI3K-Akt signaling pathway	2324
hsa04151	PI3K-Akt signaling pathway	2335
hsa04151	PI3K-Akt signaling pathway	23533
hsa04151	PI3K-Akt signaling pathway	23566
hsa04151	PI3K-Akt signaling pathway	23678
hsa04151	PI3K-Akt signaling pathway	2475
hsa04151	PI3K-Akt signaling pathway	253314
hsa04151	PI3K-Akt signaling pathway	2538
hsa04151	PI3K-Akt signaling pathway	256076
hsa04151	PI3K-Akt signaling pathway	26281
hsa04151	PI3K-Akt signaling pathway	26291
hsa04151	PI3K-Akt signaling pathway	2688
hsa04151	PI3K-Akt signaling pathway	2689
hsa04151	PI3K-Akt signaling pathway	2690
hsa04151	PI3K-Akt signaling pathway	27006
hsa04151	PI3K-Akt signaling pathway	2782
hsa04151	PI3K-Akt signaling pathway	2783
hsa04151	PI3K-Akt signaling pathway	2784
hsa04151	PI3K-Akt signaling pathway	2785
hsa04151	PI3K-Akt signaling pathway	2786
hsa04151	PI3K-Akt signaling pathway	2787
hsa04151	PI3K-Akt signaling pathway	2788
hsa04151	PI3K-Akt signaling pathway	2790
hsa04151	PI3K-Akt signaling pathway	2791
hsa04151	PI3K-Akt signaling pathway	2792
hsa04151	PI3K-Akt signaling pathway	2793
hsa04151	PI3K-Akt signaling pathway	28227
hsa04151	PI3K-Akt signaling pathway	284
hsa04151	PI3K-Akt signaling pathway	284217
hsa04151	PI3K-Akt signaling pathway	2846
hsa04151	PI3K-Akt signaling pathway	285
hsa04151	PI3K-Akt signaling pathway	2885
hsa04151	PI3K-Akt signaling pathway	2932
hsa04151	PI3K-Akt signaling pathway	29941
hsa04151	PI3K-Akt signaling pathway	2997
hsa04151	PI3K-Akt signaling pathway	2998
hsa04151	PI3K-Akt signaling pathway	3082
hsa04151	PI3K-Akt signaling pathway	3164
hsa04151	PI3K-Akt signaling pathway	3265
hsa04151	PI3K-Akt signaling pathway	3320
hsa04151	PI3K-Akt signaling pathway	3326
hsa04151	PI3K-Akt signaling pathway	3371
hsa04151	PI3K-Akt signaling pathway	3381
hsa04151	PI3K-Akt signaling pathway	3439
hsa04151	PI3K-Akt signaling pathway	3440
hsa04151	PI3K-Akt signaling pathway	3441
hsa04151	PI3K-Akt signaling pathway	3442
hsa04151	PI3K-Akt signaling pathway	3443
hsa04151	PI3K-Akt signaling pathway	3444
hsa04151	PI3K-Akt signaling pathway	3445
hsa04151	PI3K-Akt signaling pathway	3446
hsa04151	PI3K-Akt signaling pathway	3447
hsa04151	PI3K-Akt signaling pathway	3448
hsa04151	PI3K-Akt signaling pathway	3449
hsa04151	PI3K-Akt signaling pathway	3451
hsa04151	PI3K-Akt signaling pathway	3452
hsa04151	PI3K-Akt signaling pathway	3454
hsa04151	PI3K-Akt signaling pathway	3455
hsa04151	PI3K-Akt signaling pathway	3456
hsa04151	PI3K-Akt signaling pathway	3479
hsa04151	PI3K-Akt signaling pathway	3480
hsa04151	PI3K-Akt signaling pathway	3481
hsa04151	PI3K-Akt signaling pathway	3551
hsa04151	PI3K-Akt signaling pathway	3558
hsa04151	PI3K-Akt signaling pathway	3559
hsa04151	PI3K-Akt signaling pathway	356
hsa04151	PI3K-Akt signaling pathway	3560
hsa04151	PI3K-Akt signaling pathway	3561
hsa04151	PI3K-Akt signaling pathway	3562
hsa04151	PI3K-Akt signaling pathway	3563
hsa04151	PI3K-Akt signaling pathway	3565
hsa04151	PI3K-Akt signaling pathway	3566
hsa04151	PI3K-Akt signaling pathway	3569
hsa04151	PI3K-Akt signaling pathway	3570
hsa04151	PI3K-Akt signaling pathway	3574
hsa04151	PI3K-Akt signaling pathway	3575
hsa04151	PI3K-Akt signaling pathway	3630
hsa04151	PI3K-Akt signaling pathway	3643
hsa04151	PI3K-Akt signaling pathway	3655
hsa04151	PI3K-Akt signaling pathway	3667
hsa04151	PI3K-Akt signaling pathway	3672
hsa04151	PI3K-Akt signaling pathway	3673
hsa04151	PI3K-Akt signaling pathway	3674
hsa04151	PI3K-Akt signaling pathway	3675
hsa04151	PI3K-Akt signaling pathway	3676
hsa04151	PI3K-Akt signaling pathway	3678
hsa04151	PI3K-Akt signaling pathway	3679
hsa04151	PI3K-Akt signaling pathway	3680
hsa04151	PI3K-Akt signaling pathway	3685
hsa04151	PI3K-Akt signaling pathway	3688
hsa04151	PI3K-Akt signaling pathway	3690
hsa04151	PI3K-Akt signaling pathway	3691
hsa04151	PI3K-Akt signaling pathway	3693
hsa04151	PI3K-Akt signaling pathway	3694
hsa04151	PI3K-Akt signaling pathway	3695
hsa04151	PI3K-Akt signaling pathway	3696
hsa04151	PI3K-Akt signaling pathway	3716
hsa04151	PI3K-Akt signaling pathway	3717
hsa04151	PI3K-Akt signaling pathway	3718
hsa04151	PI3K-Akt signaling pathway	374
hsa04151	PI3K-Akt signaling pathway	3791
hsa04151	PI3K-Akt signaling pathway	3815
hsa04151	PI3K-Akt signaling pathway	3845
hsa04151	PI3K-Akt signaling pathway	3908
hsa04151	PI3K-Akt signaling pathway	3909
hsa04151	PI3K-Akt signaling pathway	3910
hsa04151	PI3K-Akt signaling pathway	3911
hsa04151	PI3K-Akt signaling pathway	3912
hsa04151	PI3K-Akt signaling pathway	3913
hsa04151	PI3K-Akt signaling pathway	3914
hsa04151	PI3K-Akt signaling pathway	3915
hsa04151	PI3K-Akt signaling pathway	3918
hsa04151	PI3K-Akt signaling pathway	4170
hsa04151	PI3K-Akt signaling pathway	4193
hsa04151	PI3K-Akt signaling pathway	4233
hsa04151	PI3K-Akt signaling pathway	4254
hsa04151	PI3K-Akt signaling pathway	4515
hsa04151	PI3K-Akt signaling pathway	4602
hsa04151	PI3K-Akt signaling pathway	4609
hsa04151	PI3K-Akt signaling pathway	468
hsa04151	PI3K-Akt signaling pathway	4790
hsa04151	PI3K-Akt signaling pathway	4803
hsa04151	PI3K-Akt signaling pathway	4804
hsa04151	PI3K-Akt signaling pathway	4846
hsa04151	PI3K-Akt signaling pathway	4893
hsa04151	PI3K-Akt signaling pathway	4908
hsa04151	PI3K-Akt signaling pathway	4909
hsa04151	PI3K-Akt signaling pathway	4914
hsa04151	PI3K-Akt signaling pathway	4915
hsa04151	PI3K-Akt signaling pathway	5008
hsa04151	PI3K-Akt signaling pathway	5105
hsa04151	PI3K-Akt signaling pathway	5106
hsa04151	PI3K-Akt signaling pathway	51378
hsa04151	PI3K-Akt signaling pathway	5154
hsa04151	PI3K-Akt signaling pathway	5155
hsa04151	PI3K-Akt signaling pathway	5156
hsa04151	PI3K-Akt signaling pathway	5159
hsa04151	PI3K-Akt signaling pathway	5170
hsa04151	PI3K-Akt signaling pathway	51764
hsa04151	PI3K-Akt signaling pathway	5228
hsa04151	PI3K-Akt signaling pathway	5290
hsa04151	PI3K-Akt signaling pathway	5291
hsa04151	PI3K-Akt signaling pathway	5293
hsa04151	PI3K-Akt signaling pathway	5294
hsa04151	PI3K-Akt signaling pathway	5295
hsa04151	PI3K-Akt signaling pathway	5296
hsa04151	PI3K-Akt signaling pathway	54331
hsa04151	PI3K-Akt signaling pathway	54541
hsa04151	PI3K-Akt signaling pathway	55012
hsa04151	PI3K-Akt signaling pathway	5515
hsa04151	PI3K-Akt signaling pathway	5516
hsa04151	PI3K-Akt signaling pathway	5518
hsa04151	PI3K-Akt signaling pathway	5519
hsa04151	PI3K-Akt signaling pathway	5520
hsa04151	PI3K-Akt signaling pathway	5521
hsa04151	PI3K-Akt signaling pathway	5522
hsa04151	PI3K-Akt signaling pathway	5523
hsa04151	PI3K-Akt signaling pathway	5525
hsa04151	PI3K-Akt signaling pathway	5526
hsa04151	PI3K-Akt signaling pathway	5527
hsa04151	PI3K-Akt signaling pathway	5528
hsa04151	PI3K-Akt signaling pathway	5529
hsa04151	PI3K-Akt signaling pathway	5562
hsa04151	PI3K-Akt signaling pathway	5563
hsa04151	PI3K-Akt signaling pathway	5578
hsa04151	PI3K-Akt signaling pathway	55844
hsa04151	PI3K-Akt signaling pathway	5585
hsa04151	PI3K-Akt signaling pathway	5586
hsa04151	PI3K-Akt signaling pathway	5594
hsa04151	PI3K-Akt signaling pathway	5595
hsa04151	PI3K-Akt signaling pathway	55970
hsa04151	PI3K-Akt signaling pathway	56034
hsa04151	PI3K-Akt signaling pathway	5604
hsa04151	PI3K-Akt signaling pathway	5605
hsa04151	PI3K-Akt signaling pathway	5617
hsa04151	PI3K-Akt signaling pathway	5618
hsa04151	PI3K-Akt signaling pathway	5649
hsa04151	PI3K-Akt signaling pathway	57121
hsa04151	PI3K-Akt signaling pathway	572
hsa04151	PI3K-Akt signaling pathway	5728
hsa04151	PI3K-Akt signaling pathway	5747
hsa04151	PI3K-Akt signaling pathway	57521
hsa04151	PI3K-Akt signaling pathway	57818
hsa04151	PI3K-Akt signaling pathway	5879
hsa04151	PI3K-Akt signaling pathway	5894
hsa04151	PI3K-Akt signaling pathway	5934
hsa04151	PI3K-Akt signaling pathway	59345
hsa04151	PI3K-Akt signaling pathway	595
hsa04151	PI3K-Akt signaling pathway	596
hsa04151	PI3K-Akt signaling pathway	5970
hsa04151	PI3K-Akt signaling pathway	598
hsa04151	PI3K-Akt signaling pathway	6009
hsa04151	PI3K-Akt signaling pathway	6194
hsa04151	PI3K-Akt signaling pathway	6198
hsa04151	PI3K-Akt signaling pathway	6199
hsa04151	PI3K-Akt signaling pathway	6256
hsa04151	PI3K-Akt signaling pathway	627
hsa04151	PI3K-Akt signaling pathway	63923
hsa04151	PI3K-Akt signaling pathway	64223
hsa04151	PI3K-Akt signaling pathway	6446
hsa04151	PI3K-Akt signaling pathway	64764
hsa04151	PI3K-Akt signaling pathway	6654
hsa04151	PI3K-Akt signaling pathway	6655
hsa04151	PI3K-Akt signaling pathway	6696
hsa04151	PI3K-Akt signaling pathway	672
hsa04151	PI3K-Akt signaling pathway	6794
hsa04151	PI3K-Akt signaling pathway	6850
hsa04151	PI3K-Akt signaling pathway	7010
hsa04151	PI3K-Akt signaling pathway	7039
hsa04151	PI3K-Akt signaling pathway	7057
hsa04151	PI3K-Akt signaling pathway	7058
hsa04151	PI3K-Akt signaling pathway	7059
hsa04151	PI3K-Akt signaling pathway	7060
hsa04151	PI3K-Akt signaling pathway	7097
hsa04151	PI3K-Akt signaling pathway	7099
hsa04151	PI3K-Akt signaling pathway	7143
hsa04151	PI3K-Akt signaling pathway	7148
hsa04151	PI3K-Akt signaling pathway	7157
hsa04151	PI3K-Akt signaling pathway	7184
hsa04151	PI3K-Akt signaling pathway	7248
hsa04151	PI3K-Akt signaling pathway	7249
hsa04151	PI3K-Akt signaling pathway	7422
hsa04151	PI3K-Akt signaling pathway	7423
hsa04151	PI3K-Akt signaling pathway	7424
hsa04151	PI3K-Akt signaling pathway	7448
hsa04151	PI3K-Akt signaling pathway	7450
hsa04151	PI3K-Akt signaling pathway	7529
hsa04151	PI3K-Akt signaling pathway	7531
hsa04151	PI3K-Akt signaling pathway	7532
hsa04151	PI3K-Akt signaling pathway	7533
hsa04151	PI3K-Akt signaling pathway	7534
hsa04151	PI3K-Akt signaling pathway	80310
hsa04151	PI3K-Akt signaling pathway	8074
hsa04151	PI3K-Akt signaling pathway	8115
hsa04151	PI3K-Akt signaling pathway	842
hsa04151	PI3K-Akt signaling pathway	84699
hsa04151	PI3K-Akt signaling pathway	8503
hsa04151	PI3K-Akt signaling pathway	8515
hsa04151	PI3K-Akt signaling pathway	8516
hsa04151	PI3K-Akt signaling pathway	8517
hsa04151	PI3K-Akt signaling pathway	8817
hsa04151	PI3K-Akt signaling pathway	8822
hsa04151	PI3K-Akt signaling pathway	8823
hsa04151	PI3K-Akt signaling pathway	894
hsa04151	PI3K-Akt signaling pathway	896
hsa04151	PI3K-Akt signaling pathway	898
hsa04151	PI3K-Akt signaling pathway	90993
hsa04151	PI3K-Akt signaling pathway	9134
hsa04151	PI3K-Akt signaling pathway	9170
hsa04151	PI3K-Akt signaling pathway	9180
hsa04151	PI3K-Akt signaling pathway	9223
hsa04151	PI3K-Akt signaling pathway	92579
hsa04151	PI3K-Akt signaling pathway	930
hsa04151	PI3K-Akt signaling pathway	94235
hsa04151	PI3K-Akt signaling pathway	9470
hsa04151	PI3K-Akt signaling pathway	9586
hsa04151	PI3K-Akt signaling pathway	9623
hsa04151	PI3K-Akt signaling pathway	9863
hsa04151	PI3K-Akt signaling pathway	9965
hsa04152	AMPK signaling pathway	10000
hsa04152	AMPK signaling pathway	10488
hsa04152	AMPK signaling pathway	10645
hsa04152	AMPK signaling pathway	1080
hsa04152	AMPK signaling pathway	10890
hsa04152	AMPK signaling pathway	10891
hsa04152	AMPK signaling pathway	1149
hsa04152	AMPK signaling pathway	126129
hsa04152	AMPK signaling pathway	1374
hsa04152	AMPK signaling pathway	1375
hsa04152	AMPK signaling pathway	1385
hsa04152	AMPK signaling pathway	148
hsa04152	AMPK signaling pathway	148327
hsa04152	AMPK signaling pathway	1938
hsa04152	AMPK signaling pathway	1978
hsa04152	AMPK signaling pathway	1994
hsa04152	AMPK signaling pathway	200186
hsa04152	AMPK signaling pathway	207
hsa04152	AMPK signaling pathway	208
hsa04152	AMPK signaling pathway	2194
hsa04152	AMPK signaling pathway	2203
hsa04152	AMPK signaling pathway	2308
hsa04152	AMPK signaling pathway	2309
hsa04152	AMPK signaling pathway	23216
hsa04152	AMPK signaling pathway	23411
hsa04152	AMPK signaling pathway	23417
hsa04152	AMPK signaling pathway	2475
hsa04152	AMPK signaling pathway	2538
hsa04152	AMPK signaling pathway	28227
hsa04152	AMPK signaling pathway	29904
hsa04152	AMPK signaling pathway	2997
hsa04152	AMPK signaling pathway	2998
hsa04152	AMPK signaling pathway	31
hsa04152	AMPK signaling pathway	3156
hsa04152	AMPK signaling pathway	3172
hsa04152	AMPK signaling pathway	32
hsa04152	AMPK signaling pathway	3479
hsa04152	AMPK signaling pathway	3480
hsa04152	AMPK signaling pathway	3630
hsa04152	AMPK signaling pathway	3643
hsa04152	AMPK signaling pathway	3667
hsa04152	AMPK signaling pathway	3952
hsa04152	AMPK signaling pathway	3953
hsa04152	AMPK signaling pathway	3991
hsa04152	AMPK signaling pathway	4218
hsa04152	AMPK signaling pathway	5105
hsa04152	AMPK signaling pathway	5106
hsa04152	AMPK signaling pathway	51094
hsa04152	AMPK signaling pathway	51422
hsa04152	AMPK signaling pathway	51552
hsa04152	AMPK signaling pathway	5170
hsa04152	AMPK signaling pathway	51719
hsa04152	AMPK signaling pathway	5207
hsa04152	AMPK signaling pathway	5208
hsa04152	AMPK signaling pathway	5209
hsa04152	AMPK signaling pathway	5210
hsa04152	AMPK signaling pathway	5211
hsa04152	AMPK signaling pathway	5213
hsa04152	AMPK signaling pathway	5214
hsa04152	AMPK signaling pathway	5290
hsa04152	AMPK signaling pathway	5291
hsa04152	AMPK signaling pathway	5293
hsa04152	AMPK signaling pathway	5295
hsa04152	AMPK signaling pathway	5296
hsa04152	AMPK signaling pathway	53632
hsa04152	AMPK signaling pathway	5468
hsa04152	AMPK signaling pathway	55012
hsa04152	AMPK signaling pathway	5515
hsa04152	AMPK signaling pathway	5516
hsa04152	AMPK signaling pathway	5518
hsa04152	AMPK signaling pathway	5519
hsa04152	AMPK signaling pathway	5520
hsa04152	AMPK signaling pathway	5521
hsa04152	AMPK signaling pathway	5522
hsa04152	AMPK signaling pathway	5523
hsa04152	AMPK signaling pathway	5525
hsa04152	AMPK signaling pathway	5526
hsa04152	AMPK signaling pathway	5527
hsa04152	AMPK signaling pathway	5528
hsa04152	AMPK signaling pathway	5529
hsa04152	AMPK signaling pathway	55437
hsa04152	AMPK signaling pathway	5562
hsa04152	AMPK signaling pathway	5563
hsa04152	AMPK signaling pathway	5564
hsa04152	AMPK signaling pathway	5565
hsa04152	AMPK signaling pathway	5571
hsa04152	AMPK signaling pathway	55844
hsa04152	AMPK signaling pathway	57521
hsa04152	AMPK signaling pathway	57818
hsa04152	AMPK signaling pathway	5862
hsa04152	AMPK signaling pathway	595
hsa04152	AMPK signaling pathway	6009
hsa04152	AMPK signaling pathway	6198
hsa04152	AMPK signaling pathway	6199
hsa04152	AMPK signaling pathway	6319
hsa04152	AMPK signaling pathway	64764
hsa04152	AMPK signaling pathway	6517
hsa04152	AMPK signaling pathway	6720
hsa04152	AMPK signaling pathway	6794
hsa04152	AMPK signaling pathway	6885
hsa04152	AMPK signaling pathway	7248
hsa04152	AMPK signaling pathway	7249
hsa04152	AMPK signaling pathway	79602
hsa04152	AMPK signaling pathway	79966
hsa04152	AMPK signaling pathway	81617
hsa04152	AMPK signaling pathway	8408
hsa04152	AMPK signaling pathway	84335
hsa04152	AMPK signaling pathway	84699
hsa04152	AMPK signaling pathway	8471
hsa04152	AMPK signaling pathway	8503
hsa04152	AMPK signaling pathway	8660
hsa04152	AMPK signaling pathway	8789
hsa04152	AMPK signaling pathway	890
hsa04152	AMPK signaling pathway	8900
hsa04152	AMPK signaling pathway	90993
hsa04152	AMPK signaling pathway	9230
hsa04152	AMPK signaling pathway	92335
hsa04152	AMPK signaling pathway	92579
hsa04152	AMPK signaling pathway	9370
hsa04152	AMPK signaling pathway	948
hsa04152	AMPK signaling pathway	9586
hsa04210	Apoptosis	10000
hsa04210	Apoptosis	10018
hsa04210	Apoptosis	10038
hsa04210	Apoptosis	10039
hsa04210	Apoptosis	100506742
hsa04210	Apoptosis	10376
hsa04210	Apoptosis	1075
hsa04210	Apoptosis	10912
hsa04210	Apoptosis	112714
hsa04210	Apoptosis	113457
hsa04210	Apoptosis	1147
hsa04210	Apoptosis	142
hsa04210	Apoptosis	143
hsa04210	Apoptosis	1439
hsa04210	Apoptosis	1508
hsa04210	Apoptosis	1509
hsa04210	Apoptosis	1512
hsa04210	Apoptosis	1513
hsa04210	Apoptosis	1514
hsa04210	Apoptosis	1515
hsa04210	Apoptosis	1519
hsa04210	Apoptosis	1520
hsa04210	Apoptosis	1521
hsa04210	Apoptosis	1522
hsa04210	Apoptosis	153090
hsa04210	Apoptosis	1616
hsa04210	Apoptosis	1647
hsa04210	Apoptosis	1649
hsa04210	Apoptosis	1676
hsa04210	Apoptosis	1677
hsa04210	Apoptosis	1965
hsa04210	Apoptosis	2021
hsa04210	Apoptosis	207
hsa04210	Apoptosis	208
hsa04210	Apoptosis	2081
hsa04210	Apoptosis	2353
hsa04210	Apoptosis	27113
hsa04210	Apoptosis	27429
hsa04210	Apoptosis	3002
hsa04210	Apoptosis	317
hsa04210	Apoptosis	3265
hsa04210	Apoptosis	329
hsa04210	Apoptosis	330
hsa04210	Apoptosis	331
hsa04210	Apoptosis	332
hsa04210	Apoptosis	355
hsa04210	Apoptosis	3551
hsa04210	Apoptosis	356
hsa04210	Apoptosis	3562
hsa04210	Apoptosis	3563
hsa04210	Apoptosis	3708
hsa04210	Apoptosis	3709
hsa04210	Apoptosis	3710
hsa04210	Apoptosis	3725
hsa04210	Apoptosis	3845
hsa04210	Apoptosis	4000
hsa04210	Apoptosis	4001
hsa04210	Apoptosis	4170
hsa04210	Apoptosis	4217
hsa04210	Apoptosis	4616
hsa04210	Apoptosis	468
hsa04210	Apoptosis	472
hsa04210	Apoptosis	4790
hsa04210	Apoptosis	4792
hsa04210	Apoptosis	4803
hsa04210	Apoptosis	4893
hsa04210	Apoptosis	4914
hsa04210	Apoptosis	5170
hsa04210	Apoptosis	51807
hsa04210	Apoptosis	5290
hsa04210	Apoptosis	5291
hsa04210	Apoptosis	5293
hsa04210	Apoptosis	5295
hsa04210	Apoptosis	5296
hsa04210	Apoptosis	5366
hsa04210	Apoptosis	5414
hsa04210	Apoptosis	54205
hsa04210	Apoptosis	55367
hsa04210	Apoptosis	5551
hsa04210	Apoptosis	5594
hsa04210	Apoptosis	5595
hsa04210	Apoptosis	5599
hsa04210	Apoptosis	5601
hsa04210	Apoptosis	5602
hsa04210	Apoptosis	5604
hsa04210	Apoptosis	5605
hsa04210	Apoptosis	56616
hsa04210	Apoptosis	572
hsa04210	Apoptosis	578
hsa04210	Apoptosis	5783
hsa04210	Apoptosis	581
hsa04210	Apoptosis	5894
hsa04210	Apoptosis	596
hsa04210	Apoptosis	597
hsa04210	Apoptosis	5970
hsa04210	Apoptosis	598
hsa04210	Apoptosis	60
hsa04210	Apoptosis	637
hsa04210	Apoptosis	63970
hsa04210	Apoptosis	6708
hsa04210	Apoptosis	6709
hsa04210	Apoptosis	71
hsa04210	Apoptosis	7124
hsa04210	Apoptosis	7132
hsa04210	Apoptosis	7157
hsa04210	Apoptosis	7185
hsa04210	Apoptosis	7186
hsa04210	Apoptosis	7277
hsa04210	Apoptosis	7278
hsa04210	Apoptosis	7846
hsa04210	Apoptosis	79861
hsa04210	Apoptosis	823
hsa04210	Apoptosis	824
hsa04210	Apoptosis	835
hsa04210	Apoptosis	836
hsa04210	Apoptosis	839
hsa04210	Apoptosis	840
hsa04210	Apoptosis	841
hsa04210	Apoptosis	842
hsa04210	Apoptosis	843
hsa04210	Apoptosis	84790
hsa04210	Apoptosis	84823
hsa04210	Apoptosis	8503
hsa04210	Apoptosis	8517
hsa04210	Apoptosis	8717
hsa04210	Apoptosis	8722
hsa04210	Apoptosis	8737
hsa04210	Apoptosis	8739
hsa04210	Apoptosis	8743
hsa04210	Apoptosis	8772
hsa04210	Apoptosis	8795
hsa04210	Apoptosis	8797
hsa04210	Apoptosis	8837
hsa04210	Apoptosis	9020
hsa04210	Apoptosis	9131
hsa04210	Apoptosis	9451
hsa04211	Longevity regulating pathway	10000
hsa04211	Longevity regulating pathway	10488
hsa04211	Longevity regulating pathway	10645
hsa04211	Longevity regulating pathway	107
hsa04211	Longevity regulating pathway	108
hsa04211	Longevity regulating pathway	10891
hsa04211	Longevity regulating pathway	109
hsa04211	Longevity regulating pathway	10919
hsa04211	Longevity regulating pathway	111
hsa04211	Longevity regulating pathway	112
hsa04211	Longevity regulating pathway	113
hsa04211	Longevity regulating pathway	114
hsa04211	Longevity regulating pathway	115
hsa04211	Longevity regulating pathway	1385
hsa04211	Longevity regulating pathway	1386
hsa04211	Longevity regulating pathway	1388
hsa04211	Longevity regulating pathway	143686
hsa04211	Longevity regulating pathway	148327
hsa04211	Longevity regulating pathway	196883
hsa04211	Longevity regulating pathway	1977
hsa04211	Longevity regulating pathway	1978
hsa04211	Longevity regulating pathway	207
hsa04211	Longevity regulating pathway	208
hsa04211	Longevity regulating pathway	2308
hsa04211	Longevity regulating pathway	2309
hsa04211	Longevity regulating pathway	23411
hsa04211	Longevity regulating pathway	2475
hsa04211	Longevity regulating pathway	253314
hsa04211	Longevity regulating pathway	26060
hsa04211	Longevity regulating pathway	27244
hsa04211	Longevity regulating pathway	3265
hsa04211	Longevity regulating pathway	3479
hsa04211	Longevity regulating pathway	3480
hsa04211	Longevity regulating pathway	3630
hsa04211	Longevity regulating pathway	3643
hsa04211	Longevity regulating pathway	3667
hsa04211	Longevity regulating pathway	3845
hsa04211	Longevity regulating pathway	468
hsa04211	Longevity regulating pathway	4790
hsa04211	Longevity regulating pathway	4893
hsa04211	Longevity regulating pathway	51094
hsa04211	Longevity regulating pathway	51422
hsa04211	Longevity regulating pathway	5290
hsa04211	Longevity regulating pathway	5291
hsa04211	Longevity regulating pathway	5293
hsa04211	Longevity regulating pathway	5295
hsa04211	Longevity regulating pathway	5296
hsa04211	Longevity regulating pathway	53632
hsa04211	Longevity regulating pathway	5468
hsa04211	Longevity regulating pathway	5562
hsa04211	Longevity regulating pathway	5563
hsa04211	Longevity regulating pathway	5564
hsa04211	Longevity regulating pathway	5565
hsa04211	Longevity regulating pathway	5566
hsa04211	Longevity regulating pathway	5567
hsa04211	Longevity regulating pathway	5568
hsa04211	Longevity regulating pathway	5571
hsa04211	Longevity regulating pathway	57521
hsa04211	Longevity regulating pathway	581
hsa04211	Longevity regulating pathway	5970
hsa04211	Longevity regulating pathway	6009
hsa04211	Longevity regulating pathway	60673
hsa04211	Longevity regulating pathway	6198
hsa04211	Longevity regulating pathway	6199
hsa04211	Longevity regulating pathway	64764
hsa04211	Longevity regulating pathway	6648
hsa04211	Longevity regulating pathway	6794
hsa04211	Longevity regulating pathway	7157
hsa04211	Longevity regulating pathway	7248
hsa04211	Longevity regulating pathway	7249
hsa04211	Longevity regulating pathway	79602
hsa04211	Longevity regulating pathway	79813
hsa04211	Longevity regulating pathway	814
hsa04211	Longevity regulating pathway	83667
hsa04211	Longevity regulating pathway	8408
hsa04211	Longevity regulating pathway	84335
hsa04211	Longevity regulating pathway	84699
hsa04211	Longevity regulating pathway	847
hsa04211	Longevity regulating pathway	8471
hsa04211	Longevity regulating pathway	8503
hsa04211	Longevity regulating pathway	8660
hsa04211	Longevity regulating pathway	90993
hsa04211	Longevity regulating pathway	9365
hsa04211	Longevity regulating pathway	9370
hsa04211	Longevity regulating pathway	9470
hsa04211	Longevity regulating pathway	9474
hsa04211	Longevity regulating pathway	9586
hsa04211	Longevity regulating pathway	9776
hsa04211	Longevity regulating pathway	9821
hsa04213	Longevity regulating pathway - multiple species	10000
hsa04213	Longevity regulating pathway - multiple species	107
hsa04213	Longevity regulating pathway - multiple species	108
hsa04213	Longevity regulating pathway - multiple species	109
hsa04213	Longevity regulating pathway - multiple species	111
hsa04213	Longevity regulating pathway - multiple species	112
hsa04213	Longevity regulating pathway - multiple species	113
hsa04213	Longevity regulating pathway - multiple species	114
hsa04213	Longevity regulating pathway - multiple species	115
hsa04213	Longevity regulating pathway - multiple species	1410
hsa04213	Longevity regulating pathway - multiple species	196883
hsa04213	Longevity regulating pathway - multiple species	1979
hsa04213	Longevity regulating pathway - multiple species	207
hsa04213	Longevity regulating pathway - multiple species	208
hsa04213	Longevity regulating pathway - multiple species	2308
hsa04213	Longevity regulating pathway - multiple species	2309
hsa04213	Longevity regulating pathway - multiple species	23411
hsa04213	Longevity regulating pathway - multiple species	2475
hsa04213	Longevity regulating pathway - multiple species	3065
hsa04213	Longevity regulating pathway - multiple species	3066
hsa04213	Longevity regulating pathway - multiple species	3170
hsa04213	Longevity regulating pathway - multiple species	3265
hsa04213	Longevity regulating pathway - multiple species	3303
hsa04213	Longevity regulating pathway - multiple species	3304
hsa04213	Longevity regulating pathway - multiple species	3305
hsa04213	Longevity regulating pathway - multiple species	3306
hsa04213	Longevity regulating pathway - multiple species	3310
hsa04213	Longevity regulating pathway - multiple species	3312
hsa04213	Longevity regulating pathway - multiple species	3479
hsa04213	Longevity regulating pathway - multiple species	3480
hsa04213	Longevity regulating pathway - multiple species	3630
hsa04213	Longevity regulating pathway - multiple species	3643
hsa04213	Longevity regulating pathway - multiple species	3667
hsa04213	Longevity regulating pathway - multiple species	3845
hsa04213	Longevity regulating pathway - multiple species	4893
hsa04213	Longevity regulating pathway - multiple species	51422
hsa04213	Longevity regulating pathway - multiple species	5290
hsa04213	Longevity regulating pathway - multiple species	5291
hsa04213	Longevity regulating pathway - multiple species	5293
hsa04213	Longevity regulating pathway - multiple species	5295
hsa04213	Longevity regulating pathway - multiple species	5296
hsa04213	Longevity regulating pathway - multiple species	53632
hsa04213	Longevity regulating pathway - multiple species	5562
hsa04213	Longevity regulating pathway - multiple species	5563
hsa04213	Longevity regulating pathway - multiple species	5564
hsa04213	Longevity regulating pathway - multiple species	5565
hsa04213	Longevity regulating pathway - multiple species	5566
