Id	Pathway	Gene
hsa05200	Pathways in cancer	94235
hsa05200	Pathways in cancer	9446
hsa05200	Pathways in cancer	9475
hsa05200	Pathways in cancer	9618
hsa05200	Pathways in cancer	9817
hsa05200	Pathways in cancer	9826
hsa05200	Pathways in cancer	9915
hsa05200	Pathways in cancer	9965
hsa05200	Pathways in cancer	9978
hsa05200	Pathways in cancer	998
hsa05200	Pathways in cancer	999
hsa05202	Transcriptional misregulation in cancer	100532731
hsa05202	Transcriptional misregulation in cancer	1025
hsa05202	Transcriptional misregulation in cancer	1026
hsa05202	Transcriptional misregulation in cancer	1027
hsa05202	Transcriptional misregulation in cancer	102723407
hsa05202	Transcriptional misregulation in cancer	1031
hsa05202	Transcriptional misregulation in cancer	1050
hsa05202	Transcriptional misregulation in cancer	1051
hsa05202	Transcriptional misregulation in cancer	1053
hsa05202	Transcriptional misregulation in cancer	10912
hsa05202	Transcriptional misregulation in cancer	126961
hsa05202	Transcriptional misregulation in cancer	1436
hsa05202	Transcriptional misregulation in cancer	1437
hsa05202	Transcriptional misregulation in cancer	1643
hsa05202	Transcriptional misregulation in cancer	1647
hsa05202	Transcriptional misregulation in cancer	1649
hsa05202	Transcriptional misregulation in cancer	1655
hsa05202	Transcriptional misregulation in cancer	1667
hsa05202	Transcriptional misregulation in cancer	1668
hsa05202	Transcriptional misregulation in cancer	1669
hsa05202	Transcriptional misregulation in cancer	1670
hsa05202	Transcriptional misregulation in cancer	1671
hsa05202	Transcriptional misregulation in cancer	171558
hsa05202	Transcriptional misregulation in cancer	1848
hsa05202	Transcriptional misregulation in cancer	1991
hsa05202	Transcriptional misregulation in cancer	2005
hsa05202	Transcriptional misregulation in cancer	2078
hsa05202	Transcriptional misregulation in cancer	2115
hsa05202	Transcriptional misregulation in cancer	2118
hsa05202	Transcriptional misregulation in cancer	2119
hsa05202	Transcriptional misregulation in cancer	2120
hsa05202	Transcriptional misregulation in cancer	2130
hsa05202	Transcriptional misregulation in cancer	2138
hsa05202	Transcriptional misregulation in cancer	2209
hsa05202	Transcriptional misregulation in cancer	221037
hsa05202	Transcriptional misregulation in cancer	2308
hsa05202	Transcriptional misregulation in cancer	2313
hsa05202	Transcriptional misregulation in cancer	2321
hsa05202	Transcriptional misregulation in cancer	2322
hsa05202	Transcriptional misregulation in cancer	2521
hsa05202	Transcriptional misregulation in cancer	2530
hsa05202	Transcriptional misregulation in cancer	25942
hsa05202	Transcriptional misregulation in cancer	26039
hsa05202	Transcriptional misregulation in cancer	26471
hsa05202	Transcriptional misregulation in cancer	2892
hsa05202	Transcriptional misregulation in cancer	30012
hsa05202	Transcriptional misregulation in cancer	3002
hsa05202	Transcriptional misregulation in cancer	3020
hsa05202	Transcriptional misregulation in cancer	3021
hsa05202	Transcriptional misregulation in cancer	3065
hsa05202	Transcriptional misregulation in cancer	3066
hsa05202	Transcriptional misregulation in cancer	3087
hsa05202	Transcriptional misregulation in cancer	3195
hsa05202	Transcriptional misregulation in cancer	3205
hsa05202	Transcriptional misregulation in cancer	3206
hsa05202	Transcriptional misregulation in cancer	3207
hsa05202	Transcriptional misregulation in cancer	3248
hsa05202	Transcriptional misregulation in cancer	329
hsa05202	Transcriptional misregulation in cancer	330
hsa05202	Transcriptional misregulation in cancer	333932
hsa05202	Transcriptional misregulation in cancer	3398
hsa05202	Transcriptional misregulation in cancer	3479
hsa05202	Transcriptional misregulation in cancer	3480
hsa05202	Transcriptional misregulation in cancer	3486
hsa05202	Transcriptional misregulation in cancer	3560
hsa05202	Transcriptional misregulation in cancer	3562
hsa05202	Transcriptional misregulation in cancer	3569
hsa05202	Transcriptional misregulation in cancer	3576
hsa05202	Transcriptional misregulation in cancer	3684
hsa05202	Transcriptional misregulation in cancer	3695
hsa05202	Transcriptional misregulation in cancer	3728
hsa05202	Transcriptional misregulation in cancer	4005
hsa05202	Transcriptional misregulation in cancer	4066
hsa05202	Transcriptional misregulation in cancer	4086
hsa05202	Transcriptional misregulation in cancer	4094
hsa05202	Transcriptional misregulation in cancer	4149
hsa05202	Transcriptional misregulation in cancer	4193
hsa05202	Transcriptional misregulation in cancer	4208
hsa05202	Transcriptional misregulation in cancer	4211
hsa05202	Transcriptional misregulation in cancer	4221
hsa05202	Transcriptional misregulation in cancer	4233
hsa05202	Transcriptional misregulation in cancer	4286
hsa05202	Transcriptional misregulation in cancer	4291
hsa05202	Transcriptional misregulation in cancer	4297
hsa05202	Transcriptional misregulation in cancer	4298
hsa05202	Transcriptional misregulation in cancer	4299
hsa05202	Transcriptional misregulation in cancer	4300
hsa05202	Transcriptional misregulation in cancer	4314
hsa05202	Transcriptional misregulation in cancer	4318
hsa05202	Transcriptional misregulation in cancer	4353
hsa05202	Transcriptional misregulation in cancer	440093
hsa05202	Transcriptional misregulation in cancer	4609
hsa05202	Transcriptional misregulation in cancer	4613
hsa05202	Transcriptional misregulation in cancer	4616
hsa05202	Transcriptional misregulation in cancer	466
hsa05202	Transcriptional misregulation in cancer	472
hsa05202	Transcriptional misregulation in cancer	4790
hsa05202	Transcriptional misregulation in cancer	4804
hsa05202	Transcriptional misregulation in cancer	4914
hsa05202	Transcriptional misregulation in cancer	5077
hsa05202	Transcriptional misregulation in cancer	5079
hsa05202	Transcriptional misregulation in cancer	5081
hsa05202	Transcriptional misregulation in cancer	5087
hsa05202	Transcriptional misregulation in cancer	5090
hsa05202	Transcriptional misregulation in cancer	51274
hsa05202	Transcriptional misregulation in cancer	51384
hsa05202	Transcriptional misregulation in cancer	51426
hsa05202	Transcriptional misregulation in cancer	51513
hsa05202	Transcriptional misregulation in cancer	5154
hsa05202	Transcriptional misregulation in cancer	51804
hsa05202	Transcriptional misregulation in cancer	5218
hsa05202	Transcriptional misregulation in cancer	5327
hsa05202	Transcriptional misregulation in cancer	5328
hsa05202	Transcriptional misregulation in cancer	5371
hsa05202	Transcriptional misregulation in cancer	5468
hsa05202	Transcriptional misregulation in cancer	54738
hsa05202	Transcriptional misregulation in cancer	5546
hsa05202	Transcriptional misregulation in cancer	55589
hsa05202	Transcriptional misregulation in cancer	5747
hsa05202	Transcriptional misregulation in cancer	578
hsa05202	Transcriptional misregulation in cancer	581
hsa05202	Transcriptional misregulation in cancer	5914
hsa05202	Transcriptional misregulation in cancer	5966
hsa05202	Transcriptional misregulation in cancer	597
hsa05202	Transcriptional misregulation in cancer	5970
hsa05202	Transcriptional misregulation in cancer	598
hsa05202	Transcriptional misregulation in cancer	604
hsa05202	Transcriptional misregulation in cancer	6256
hsa05202	Transcriptional misregulation in cancer	6257
hsa05202	Transcriptional misregulation in cancer	6258
hsa05202	Transcriptional misregulation in cancer	64332
hsa05202	Transcriptional misregulation in cancer	648
hsa05202	Transcriptional misregulation in cancer	64919
hsa05202	Transcriptional misregulation in cancer	6495
hsa05202	Transcriptional misregulation in cancer	653604
hsa05202	Transcriptional misregulation in cancer	6667
hsa05202	Transcriptional misregulation in cancer	6688
hsa05202	Transcriptional misregulation in cancer	6692
hsa05202	Transcriptional misregulation in cancer	6756
hsa05202	Transcriptional misregulation in cancer	6757
hsa05202	Transcriptional misregulation in cancer	6760
hsa05202	Transcriptional misregulation in cancer	6929
hsa05202	Transcriptional misregulation in cancer	6935
hsa05202	Transcriptional misregulation in cancer	7030
hsa05202	Transcriptional misregulation in cancer	7048
hsa05202	Transcriptional misregulation in cancer	7102
hsa05202	Transcriptional misregulation in cancer	7113
hsa05202	Transcriptional misregulation in cancer	7157
hsa05202	Transcriptional misregulation in cancer	7185
hsa05202	Transcriptional misregulation in cancer	727837
hsa05202	Transcriptional misregulation in cancer	728358
hsa05202	Transcriptional misregulation in cancer	7403
hsa05202	Transcriptional misregulation in cancer	7468
hsa05202	Transcriptional misregulation in cancer	7490
hsa05202	Transcriptional misregulation in cancer	7704
hsa05202	Transcriptional misregulation in cancer	7709
hsa05202	Transcriptional misregulation in cancer	7849
hsa05202	Transcriptional misregulation in cancer	7850
hsa05202	Transcriptional misregulation in cancer	79058
hsa05202	Transcriptional misregulation in cancer	8013
hsa05202	Transcriptional misregulation in cancer	8091
hsa05202	Transcriptional misregulation in cancer	8148
hsa05202	Transcriptional misregulation in cancer	8290
hsa05202	Transcriptional misregulation in cancer	8350
hsa05202	Transcriptional misregulation in cancer	8351
hsa05202	Transcriptional misregulation in cancer	8352
hsa05202	Transcriptional misregulation in cancer	8353
hsa05202	Transcriptional misregulation in cancer	8354
hsa05202	Transcriptional misregulation in cancer	8355
hsa05202	Transcriptional misregulation in cancer	8356
hsa05202	Transcriptional misregulation in cancer	8357
hsa05202	Transcriptional misregulation in cancer	8358
hsa05202	Transcriptional misregulation in cancer	84444
hsa05202	Transcriptional misregulation in cancer	8464
hsa05202	Transcriptional misregulation in cancer	85414
hsa05202	Transcriptional misregulation in cancer	860
hsa05202	Transcriptional misregulation in cancer	861
hsa05202	Transcriptional misregulation in cancer	862
hsa05202	Transcriptional misregulation in cancer	8842
hsa05202	Transcriptional misregulation in cancer	8861
hsa05202	Transcriptional misregulation in cancer	8864
hsa05202	Transcriptional misregulation in cancer	890
hsa05202	Transcriptional misregulation in cancer	8900
hsa05202	Transcriptional misregulation in cancer	8938
hsa05202	Transcriptional misregulation in cancer	894
hsa05202	Transcriptional misregulation in cancer	8968
hsa05202	Transcriptional misregulation in cancer	904
hsa05202	Transcriptional misregulation in cancer	905
hsa05202	Transcriptional misregulation in cancer	929
hsa05202	Transcriptional misregulation in cancer	942
hsa05202	Transcriptional misregulation in cancer	958
hsa05202	Transcriptional misregulation in cancer	9611
hsa05202	Transcriptional misregulation in cancer	9915
hsa05203	Viral carcinogenesis	10013
hsa05203	Viral carcinogenesis	10014
hsa05203	Viral carcinogenesis	1017
hsa05203	Viral carcinogenesis	1019
hsa05203	Viral carcinogenesis	1021
hsa05203	Viral carcinogenesis	1026
hsa05203	Viral carcinogenesis	1027
hsa05203	Viral carcinogenesis	102724334
hsa05203	Viral carcinogenesis	1029
hsa05203	Viral carcinogenesis	1030
hsa05203	Viral carcinogenesis	10379
hsa05203	Viral carcinogenesis	10488
hsa05203	Viral carcinogenesis	10971
hsa05203	Viral carcinogenesis	11036
hsa05203	Viral carcinogenesis	1108
hsa05203	Viral carcinogenesis	1111
hsa05203	Viral carcinogenesis	11317
hsa05203	Viral carcinogenesis	114483833
hsa05203	Viral carcinogenesis	121504
hsa05203	Viral carcinogenesis	1232
hsa05203	Viral carcinogenesis	1233
hsa05203	Viral carcinogenesis	1234
hsa05203	Viral carcinogenesis	1237
hsa05203	Viral carcinogenesis	128312
hsa05203	Viral carcinogenesis	1385
hsa05203	Viral carcinogenesis	1386
hsa05203	Viral carcinogenesis	1387
hsa05203	Viral carcinogenesis	1388
hsa05203	Viral carcinogenesis	148327
hsa05203	Viral carcinogenesis	158983
hsa05203	Viral carcinogenesis	1642
hsa05203	Viral carcinogenesis	1654
hsa05203	Viral carcinogenesis	1739
hsa05203	Viral carcinogenesis	1959
hsa05203	Viral carcinogenesis	1960
hsa05203	Viral carcinogenesis	2033
hsa05203	Viral carcinogenesis	22938
hsa05203	Viral carcinogenesis	23352
hsa05203	Viral carcinogenesis	23513
hsa05203	Viral carcinogenesis	245972
hsa05203	Viral carcinogenesis	255626
hsa05203	Viral carcinogenesis	2648
hsa05203	Viral carcinogenesis	27044
hsa05203	Viral carcinogenesis	286436
hsa05203	Viral carcinogenesis	2885
hsa05203	Viral carcinogenesis	28973
hsa05203	Viral carcinogenesis	2934
hsa05203	Viral carcinogenesis	2957
hsa05203	Viral carcinogenesis	2958
hsa05203	Viral carcinogenesis	2959
hsa05203	Viral carcinogenesis	2960
hsa05203	Viral carcinogenesis	2961
hsa05203	Viral carcinogenesis	2965
hsa05203	Viral carcinogenesis	2966
hsa05203	Viral carcinogenesis	2967
hsa05203	Viral carcinogenesis	2968
hsa05203	Viral carcinogenesis	3017
hsa05203	Viral carcinogenesis	3018
hsa05203	Viral carcinogenesis	3065
hsa05203	Viral carcinogenesis	3066
hsa05203	Viral carcinogenesis	3105
hsa05203	Viral carcinogenesis	3106
hsa05203	Viral carcinogenesis	3107
hsa05203	Viral carcinogenesis	3133
hsa05203	Viral carcinogenesis	3134
hsa05203	Viral carcinogenesis	3135
hsa05203	Viral carcinogenesis	3190
hsa05203	Viral carcinogenesis	3249
hsa05203	Viral carcinogenesis	3265
hsa05203	Viral carcinogenesis	3516
hsa05203	Viral carcinogenesis	3572
hsa05203	Viral carcinogenesis	3661
hsa05203	Viral carcinogenesis	3665
hsa05203	Viral carcinogenesis	3716
hsa05203	Viral carcinogenesis	3718
hsa05203	Viral carcinogenesis	3725
hsa05203	Viral carcinogenesis	3845
hsa05203	Viral carcinogenesis	387
hsa05203	Viral carcinogenesis	387332
hsa05203	Viral carcinogenesis	4055
hsa05203	Viral carcinogenesis	4067
hsa05203	Viral carcinogenesis	4193
hsa05203	Viral carcinogenesis	440689
hsa05203	Viral carcinogenesis	468
hsa05203	Viral carcinogenesis	4790
hsa05203	Viral carcinogenesis	4791
hsa05203	Viral carcinogenesis	4792
hsa05203	Viral carcinogenesis	4893
hsa05203	Viral carcinogenesis	51564
hsa05203	Viral carcinogenesis	5290
hsa05203	Viral carcinogenesis	5291
hsa05203	Viral carcinogenesis	5293
hsa05203	Viral carcinogenesis	5295
hsa05203	Viral carcinogenesis	5296
hsa05203	Viral carcinogenesis	5315
hsa05203	Viral carcinogenesis	5366
hsa05203	Viral carcinogenesis	54145
hsa05203	Viral carcinogenesis	5423
hsa05203	Viral carcinogenesis	554313
hsa05203	Viral carcinogenesis	5566
hsa05203	Viral carcinogenesis	5567
hsa05203	Viral carcinogenesis	5568
hsa05203	Viral carcinogenesis	55697
hsa05203	Viral carcinogenesis	55869
hsa05203	Viral carcinogenesis	5594
hsa05203	Viral carcinogenesis	5595
hsa05203	Viral carcinogenesis	5610
hsa05203	Viral carcinogenesis	5700
hsa05203	Viral carcinogenesis	572
hsa05203	Viral carcinogenesis	578
hsa05203	Viral carcinogenesis	581
hsa05203	Viral carcinogenesis	5829
hsa05203	Viral carcinogenesis	5879
hsa05203	Viral carcinogenesis	5902
hsa05203	Viral carcinogenesis	5922
hsa05203	Viral carcinogenesis	5925
hsa05203	Viral carcinogenesis	5933
hsa05203	Viral carcinogenesis	5934
hsa05203	Viral carcinogenesis	595
hsa05203	Viral carcinogenesis	5966
hsa05203	Viral carcinogenesis	5970
hsa05203	Viral carcinogenesis	64764
hsa05203	Viral carcinogenesis	6502
hsa05203	Viral carcinogenesis	6672
hsa05203	Viral carcinogenesis	6714
hsa05203	Viral carcinogenesis	6722
hsa05203	Viral carcinogenesis	6774
hsa05203	Viral carcinogenesis	6776
hsa05203	Viral carcinogenesis	6777
hsa05203	Viral carcinogenesis	6850
hsa05203	Viral carcinogenesis	6908
hsa05203	Viral carcinogenesis	7157
hsa05203	Viral carcinogenesis	718
hsa05203	Viral carcinogenesis	7185
hsa05203	Viral carcinogenesis	7186
hsa05203	Viral carcinogenesis	7187
hsa05203	Viral carcinogenesis	7188
hsa05203	Viral carcinogenesis	728340
hsa05203	Viral carcinogenesis	730394
hsa05203	Viral carcinogenesis	7337
hsa05203	Viral carcinogenesis	7419
hsa05203	Viral carcinogenesis	7529
hsa05203	Viral carcinogenesis	7531
hsa05203	Viral carcinogenesis	7532
hsa05203	Viral carcinogenesis	7533
hsa05203	Viral carcinogenesis	7534
hsa05203	Viral carcinogenesis	7874
hsa05203	Viral carcinogenesis	79885
hsa05203	Viral carcinogenesis	81
hsa05203	Viral carcinogenesis	8294
hsa05203	Viral carcinogenesis	8339
hsa05203	Viral carcinogenesis	8340
hsa05203	Viral carcinogenesis	8341
hsa05203	Viral carcinogenesis	8342
hsa05203	Viral carcinogenesis	8343
hsa05203	Viral carcinogenesis	8344
hsa05203	Viral carcinogenesis	8345
hsa05203	Viral carcinogenesis	8346
hsa05203	Viral carcinogenesis	8347
hsa05203	Viral carcinogenesis	8348
hsa05203	Viral carcinogenesis	8349
hsa05203	Viral carcinogenesis	8359
hsa05203	Viral carcinogenesis	836
hsa05203	Viral carcinogenesis	8360
hsa05203	Viral carcinogenesis	8361
hsa05203	Viral carcinogenesis	8362
hsa05203	Viral carcinogenesis	8363
hsa05203	Viral carcinogenesis	8364
hsa05203	Viral carcinogenesis	8365
hsa05203	Viral carcinogenesis	8366
hsa05203	Viral carcinogenesis	8367
hsa05203	Viral carcinogenesis	8368
hsa05203	Viral carcinogenesis	8369
hsa05203	Viral carcinogenesis	8370
hsa05203	Viral carcinogenesis	8379
hsa05203	Viral carcinogenesis	83933
hsa05203	Viral carcinogenesis	841
hsa05203	Viral carcinogenesis	84699
hsa05203	Viral carcinogenesis	8503
hsa05203	Viral carcinogenesis	8517
hsa05203	Viral carcinogenesis	85236
hsa05203	Viral carcinogenesis	85477
hsa05203	Viral carcinogenesis	87
hsa05203	Viral carcinogenesis	8717
hsa05203	Viral carcinogenesis	8841
hsa05203	Viral carcinogenesis	8850
hsa05203	Viral carcinogenesis	890
hsa05203	Viral carcinogenesis	8900
hsa05203	Viral carcinogenesis	894
hsa05203	Viral carcinogenesis	896
hsa05203	Viral carcinogenesis	8970
hsa05203	Viral carcinogenesis	898
hsa05203	Viral carcinogenesis	9093
hsa05203	Viral carcinogenesis	90993
hsa05203	Viral carcinogenesis	9114
hsa05203	Viral carcinogenesis	9134
hsa05203	Viral carcinogenesis	9261
hsa05203	Viral carcinogenesis	9519
hsa05203	Viral carcinogenesis	9586
hsa05203	Viral carcinogenesis	9734
hsa05203	Viral carcinogenesis	9759
hsa05203	Viral carcinogenesis	983
hsa05203	Viral carcinogenesis	991
hsa05203	Viral carcinogenesis	998
hsa05204	Chemical carcinogenesis - DNA adducts	10
hsa05204	Chemical carcinogenesis - DNA adducts	100861540
hsa05204	Chemical carcinogenesis - DNA adducts	10720
hsa05204	Chemical carcinogenesis - DNA adducts	10941
hsa05204	Chemical carcinogenesis - DNA adducts	119391
hsa05204	Chemical carcinogenesis - DNA adducts	1543
hsa05204	Chemical carcinogenesis - DNA adducts	1544
hsa05204	Chemical carcinogenesis - DNA adducts	1545
hsa05204	Chemical carcinogenesis - DNA adducts	1548
hsa05204	Chemical carcinogenesis - DNA adducts	1549
hsa05204	Chemical carcinogenesis - DNA adducts	1551
hsa05204	Chemical carcinogenesis - DNA adducts	1553
hsa05204	Chemical carcinogenesis - DNA adducts	1557
hsa05204	Chemical carcinogenesis - DNA adducts	1558
hsa05204	Chemical carcinogenesis - DNA adducts	1559
hsa05204	Chemical carcinogenesis - DNA adducts	1562
hsa05204	Chemical carcinogenesis - DNA adducts	1571
hsa05204	Chemical carcinogenesis - DNA adducts	1576
hsa05204	Chemical carcinogenesis - DNA adducts	1577
hsa05204	Chemical carcinogenesis - DNA adducts	1646
hsa05204	Chemical carcinogenesis - DNA adducts	2052
hsa05204	Chemical carcinogenesis - DNA adducts	221357
hsa05204	Chemical carcinogenesis - DNA adducts	27306
hsa05204	Chemical carcinogenesis - DNA adducts	2938
hsa05204	Chemical carcinogenesis - DNA adducts	2939
hsa05204	Chemical carcinogenesis - DNA adducts	2940
hsa05204	Chemical carcinogenesis - DNA adducts	2941
hsa05204	Chemical carcinogenesis - DNA adducts	2944
hsa05204	Chemical carcinogenesis - DNA adducts	2946
hsa05204	Chemical carcinogenesis - DNA adducts	2947
hsa05204	Chemical carcinogenesis - DNA adducts	2948
hsa05204	Chemical carcinogenesis - DNA adducts	2949
hsa05204	Chemical carcinogenesis - DNA adducts	2950
hsa05204	Chemical carcinogenesis - DNA adducts	2952
hsa05204	Chemical carcinogenesis - DNA adducts	2953
hsa05204	Chemical carcinogenesis - DNA adducts	3290
hsa05204	Chemical carcinogenesis - DNA adducts	373156
hsa05204	Chemical carcinogenesis - DNA adducts	374875
hsa05204	Chemical carcinogenesis - DNA adducts	4257
hsa05204	Chemical carcinogenesis - DNA adducts	4258
hsa05204	Chemical carcinogenesis - DNA adducts	4259
hsa05204	Chemical carcinogenesis - DNA adducts	445329
hsa05204	Chemical carcinogenesis - DNA adducts	54490
hsa05204	Chemical carcinogenesis - DNA adducts	54575
hsa05204	Chemical carcinogenesis - DNA adducts	54576
hsa05204	Chemical carcinogenesis - DNA adducts	54577
hsa05204	Chemical carcinogenesis - DNA adducts	54578
hsa05204	Chemical carcinogenesis - DNA adducts	54579
hsa05204	Chemical carcinogenesis - DNA adducts	54600
hsa05204	Chemical carcinogenesis - DNA adducts	54657
hsa05204	Chemical carcinogenesis - DNA adducts	54658
hsa05204	Chemical carcinogenesis - DNA adducts	54659
hsa05204	Chemical carcinogenesis - DNA adducts	5743
hsa05204	Chemical carcinogenesis - DNA adducts	574537
hsa05204	Chemical carcinogenesis - DNA adducts	64816
hsa05204	Chemical carcinogenesis - DNA adducts	653689
hsa05204	Chemical carcinogenesis - DNA adducts	6799
hsa05204	Chemical carcinogenesis - DNA adducts	6817
hsa05204	Chemical carcinogenesis - DNA adducts	6818
hsa05204	Chemical carcinogenesis - DNA adducts	6822
hsa05204	Chemical carcinogenesis - DNA adducts	7363
hsa05204	Chemical carcinogenesis - DNA adducts	7364
hsa05204	Chemical carcinogenesis - DNA adducts	7365
hsa05204	Chemical carcinogenesis - DNA adducts	7366
hsa05204	Chemical carcinogenesis - DNA adducts	7367
hsa05204	Chemical carcinogenesis - DNA adducts	79799
hsa05204	Chemical carcinogenesis - DNA adducts	873
hsa05204	Chemical carcinogenesis - DNA adducts	9
hsa05204	Chemical carcinogenesis - DNA adducts	9446
hsa05205	Proteoglycans in cancer	10000
hsa05205	Proteoglycans in cancer	1026
hsa05205	Proteoglycans in cancer	10451
hsa05205	Proteoglycans in cancer	10818
hsa05205	Proteoglycans in cancer	10855
hsa05205	Proteoglycans in cancer	11211
hsa05205	Proteoglycans in cancer	117581
hsa05205	Proteoglycans in cancer	1277
hsa05205	Proteoglycans in cancer	1278
hsa05205	Proteoglycans in cancer	1432
hsa05205	Proteoglycans in cancer	1499
hsa05205	Proteoglycans in cancer	1514
hsa05205	Proteoglycans in cancer	1634
hsa05205	Proteoglycans in cancer	1655
hsa05205	Proteoglycans in cancer	1839
hsa05205	Proteoglycans in cancer	1956
hsa05205	Proteoglycans in cancer	1975
hsa05205	Proteoglycans in cancer	2002
hsa05205	Proteoglycans in cancer	2017
hsa05205	Proteoglycans in cancer	2064
hsa05205	Proteoglycans in cancer	2065
hsa05205	Proteoglycans in cancer	2066
hsa05205	Proteoglycans in cancer	207
hsa05205	Proteoglycans in cancer	208
hsa05205	Proteoglycans in cancer	2099
hsa05205	Proteoglycans in cancer	2247
hsa05205	Proteoglycans in cancer	2260
hsa05205	Proteoglycans in cancer	22800
hsa05205	Proteoglycans in cancer	22808
hsa05205	Proteoglycans in cancer	2316
hsa05205	Proteoglycans in cancer	2317
hsa05205	Proteoglycans in cancer	2318
hsa05205	Proteoglycans in cancer	2335
hsa05205	Proteoglycans in cancer	23365
hsa05205	Proteoglycans in cancer	2475
hsa05205	Proteoglycans in cancer	2535
hsa05205	Proteoglycans in cancer	2549
hsa05205	Proteoglycans in cancer	2719
hsa05205	Proteoglycans in cancer	27250
hsa05205	Proteoglycans in cancer	2817
hsa05205	Proteoglycans in cancer	286
hsa05205	Proteoglycans in cancer	287
hsa05205	Proteoglycans in cancer	288
hsa05205	Proteoglycans in cancer	2885
hsa05205	Proteoglycans in cancer	29102
hsa05205	Proteoglycans in cancer	3059
hsa05205	Proteoglycans in cancer	3082
hsa05205	Proteoglycans in cancer	3091
hsa05205	Proteoglycans in cancer	3236
hsa05205	Proteoglycans in cancer	3265
hsa05205	Proteoglycans in cancer	3316
hsa05205	Proteoglycans in cancer	3339
hsa05205	Proteoglycans in cancer	3479
hsa05205	Proteoglycans in cancer	3480
hsa05205	Proteoglycans in cancer	3481
hsa05205	Proteoglycans in cancer	3549
hsa05205	Proteoglycans in cancer	355
hsa05205	Proteoglycans in cancer	356
hsa05205	Proteoglycans in cancer	3593
hsa05205	Proteoglycans in cancer	3673
hsa05205	Proteoglycans in cancer	3678
hsa05205	Proteoglycans in cancer	3685
hsa05205	Proteoglycans in cancer	3688
hsa05205	Proteoglycans in cancer	369
hsa05205	Proteoglycans in cancer	3690
hsa05205	Proteoglycans in cancer	3693
hsa05205	Proteoglycans in cancer	3708
hsa05205	Proteoglycans in cancer	3709
hsa05205	Proteoglycans in cancer	3710
hsa05205	Proteoglycans in cancer	3791
hsa05205	Proteoglycans in cancer	3845
hsa05205	Proteoglycans in cancer	387
hsa05205	Proteoglycans in cancer	388112
hsa05205	Proteoglycans in cancer	4060
hsa05205	Proteoglycans in cancer	406902
hsa05205	Proteoglycans in cancer	406903
hsa05205	Proteoglycans in cancer	406991
hsa05205	Proteoglycans in cancer	4087
hsa05205	Proteoglycans in cancer	4193
hsa05205	Proteoglycans in cancer	4233
hsa05205	Proteoglycans in cancer	4313
hsa05205	Proteoglycans in cancer	4318
hsa05205	Proteoglycans in cancer	4478
hsa05205	Proteoglycans in cancer	4609
hsa05205	Proteoglycans in cancer	4659
hsa05205	Proteoglycans in cancer	4660
hsa05205	Proteoglycans in cancer	4893
hsa05205	Proteoglycans in cancer	5058
hsa05205	Proteoglycans in cancer	51196
hsa05205	Proteoglycans in cancer	51384
hsa05205	Proteoglycans in cancer	5170
hsa05205	Proteoglycans in cancer	5290
hsa05205	Proteoglycans in cancer	5291
hsa05205	Proteoglycans in cancer	5293
hsa05205	Proteoglycans in cancer	5295
hsa05205	Proteoglycans in cancer	5296
hsa05205	Proteoglycans in cancer	5328
hsa05205	Proteoglycans in cancer	5329
hsa05205	Proteoglycans in cancer	5335
hsa05205	Proteoglycans in cancer	5336
hsa05205	Proteoglycans in cancer	54361
hsa05205	Proteoglycans in cancer	54776
hsa05205	Proteoglycans in cancer	5499
hsa05205	Proteoglycans in cancer	5500
hsa05205	Proteoglycans in cancer	5501
hsa05205	Proteoglycans in cancer	5566
hsa05205	Proteoglycans in cancer	5567
hsa05205	Proteoglycans in cancer	5568
hsa05205	Proteoglycans in cancer	5578
hsa05205	Proteoglycans in cancer	5579
hsa05205	Proteoglycans in cancer	5582
hsa05205	Proteoglycans in cancer	5594
hsa05205	Proteoglycans in cancer	5595
hsa05205	Proteoglycans in cancer	5600
hsa05205	Proteoglycans in cancer	5603
hsa05205	Proteoglycans in cancer	5604
hsa05205	Proteoglycans in cancer	5605
hsa05205	Proteoglycans in cancer	5727
hsa05205	Proteoglycans in cancer	5747
hsa05205	Proteoglycans in cancer	5777
hsa05205	Proteoglycans in cancer	5781
hsa05205	Proteoglycans in cancer	5829
hsa05205	Proteoglycans in cancer	5879
hsa05205	Proteoglycans in cancer	5894
hsa05205	Proteoglycans in cancer	595
hsa05205	Proteoglycans in cancer	5962
hsa05205	Proteoglycans in cancer	60
hsa05205	Proteoglycans in cancer	60495
hsa05205	Proteoglycans in cancer	6093
hsa05205	Proteoglycans in cancer	6194
hsa05205	Proteoglycans in cancer	6198
hsa05205	Proteoglycans in cancer	6199
hsa05205	Proteoglycans in cancer	6237
hsa05205	Proteoglycans in cancer	6300
hsa05205	Proteoglycans in cancer	6382
hsa05205	Proteoglycans in cancer	6383
hsa05205	Proteoglycans in cancer	6385
hsa05205	Proteoglycans in cancer	6469
hsa05205	Proteoglycans in cancer	6548
hsa05205	Proteoglycans in cancer	6608
hsa05205	Proteoglycans in cancer	6654
hsa05205	Proteoglycans in cancer	6655
hsa05205	Proteoglycans in cancer	6714
hsa05205	Proteoglycans in cancer	673
hsa05205	Proteoglycans in cancer	6774
hsa05205	Proteoglycans in cancer	7023
hsa05205	Proteoglycans in cancer	7040
hsa05205	Proteoglycans in cancer	7042
hsa05205	Proteoglycans in cancer	7057
hsa05205	Proteoglycans in cancer	7074
hsa05205	Proteoglycans in cancer	7078
hsa05205	Proteoglycans in cancer	7097
